sample_id,yield,split,base_temp,base_pressure
WF_00070,105.04721098664855,valid,1.3679074507209708,-1.105835182152118
WF_00071,71.0431324750057,train,-0.8521588059655938,0.06553258083005072
WF_00072,95.70698577414362,valid,2.2292736105559734,0.11513136750780958
WF_00073,90.6628681712225,valid,0.9954902829453182,0.9444158685402726
WF_00074,84.08116243710315,valid,0.9711390068229115,0.13660228301270078
WF_00075,74.00989984530742,valid,0.028022187025876687,1.2283943683343845
WF_00076,83.81352262811954,test,-0.21722615821867644,0.007994029548813363
WF_00077,72.98259476446283,train,-0.20940882703960811,-0.11533499480733611
WF_00078,75.77420728531001,train,0.3905305963195172,1.0643121862471823
WF_00079,88.89621973298571,valid,1.4011862750338961,-0.9784408800414345
WF_00080,76.38634034415175,train,0.1813142178614196,2.8144474532661614
WF_00081,76.2224806307094,valid,-0.9114436231372903,0.3752574781667358
WF_00082,77.16362161983311,train,0.8244270623849798,0.3808292528376731
WF_00083,84.6755967764808,valid,0.9211507463947922,0.5250959739725976
WF_00084,84.35045255523889,test,0.6546595284477861,1.8771364753316424
WF_00085,91.30703134269714,test,0.7454989065249826,0.7925074116726066
WF_00086,77.08240987969316,valid,-0.2709281301578081,-1.6050559790039236
WF_00087,67.60236686532724,train,-0.9289891671305796,1.4034703847675043
WF_00088,64.47053015880982,train,-0.8681934306407798,-0.3408965794450173
WF_00089,74.56157007785765,train,-1.635463248457858,0.10715507283932346
WF_00090,83.46751034262093,train,0.23694861154594976,-1.2792539721752665
WF_00091,82.62109302277732,valid,-0.08344878322659362,0.5262020181238957
WF_00092,71.90562176453467,test,-0.43998770452970876,-0.6513742900675522
WF_00093,64.09037021069307,train,-2.95561882434507,0.10016963799347375
WF_00094,79.97231841377578,valid,-1.247317469694169,-0.284099005360783
WF_00095,78.29102399822821,train,1.1208406514031668,1.9250128017358519
WF_00096,74.16722104057888,train,-0.664626000063131,1.9822603001455896
WF_00097,75.54516855747035,test,0.3605916776568414,0.046513170214741384
WF_00098,74.80631759160339,valid,-1.3906854299752562,0.06397771136885474
WF_00099,93.08889133476461,train,1.4387054823592311,-0.37344296634951507
WF_00100,83.52921385495692,valid,-0.1440276600546764,1.1060062915027862
WF_00101,74.08965645189897,valid,0.2900403964835352,-0.32891987033337716
WF_00102,82.51412097182576,train,2.325779791881685,-0.4213372746456993
WF_00103,79.83331155440217,train,1.5164401005894037,0.9785928636649645
WF_00104,83.03988695548387,train,-0.3065656212870578,-0.5382990953166494
WF_00105,78.09687393927804,train,-0.5932201848703592,-0.03775503444853058
WF_00106,91.22997899469654,train,-0.3255450115195318,-1.5813107815109928
WF_00107,80.0655638494964,valid,0.5098982484765356,0.7041903451231669
WF_00108,81.13649107760159,test,-0.10522413425087113,1.9408669391818687
WF_00109,75.75825539246073,valid,-0.39524414500347166,0.7212253727997919
WF_00110,79.57353636737867,train,1.4671812507090423,1.461799167547305
WF_00111,84.0457038132809,train,-0.11420989177783689,-0.8461021361773309
WF_00112,73.57237722155348,valid,2.2995890930373193,0.2363242820282007
WF_00113,92.95915706026167,train,0.09074256375217302,-0.9431599243693896
WF_00114,95.92890469774173,valid,1.7853183942247275,-0.22776554558134285
WF_00115,84.7454989907081,train,0.3573194227106268,0.7722114773525048
WF_00116,85.96645435244449,valid,0.9629605732494478,0.10182061310329862
WF_00117,80.06373600356744,train,-0.7246110515177244,-1.4126410226012216
WF_00118,69.6383532480097,test,-0.8537592225874118,-1.3150291055377534
WF_00119,89.06210333405325,train,0.4597059550149875,-1.3811639314907738
WF_00120,77.0073494585856,test,0.9885532424653152,0.4914525899395903
WF_00121,75.27704199001059,test,0.040256502000462865,2.0638945356566682
WF_00122,76.17224644844192,train,-1.2863933350836971,1.3624582440002129
WF_00123,84.72790252690892,test,-1.360258366289327,-1.8959851991460643
WF_00124,69.88591180592505,valid,-1.4271364021862412,1.421075938069784
WF_00125,70.86627715780764,train,-1.767622112939381,0.9364004170146472
WF_00126,82.56798424913627,train,0.10948535944708751,-1.5452999455287577
WF_00127,82.37907195127559,train,1.1250439217080253,-0.3032016167104975
WF_00128,81.77036015744945,train,-0.013415786924808768,1.0955224114958095
WF_00129,67.18074213339132,train,-2.2604147573378524,0.5504335109347853
WF_00130,79.60309157097133,test,-0.19076046033454871,-1.3090950523879856
WF_00131,68.02553438566856,train,-0.1627989966326071,0.6107421557961942
WF_00132,95.6660894193102,train,2.0959987502254394,-2.1375005960805877
WF_00133,76.38751730144723,valid,-1.4571379129195563,-0.22282217575721136
WF_00134,89.28274181111338,train,-0.3906776025991957,1.1379567694000488
WF_00135,84.64120601569154,test,1.7058526805445642,0.018394215571319834
WF_00136,83.49839469974067,train,0.44997834134654807,-0.4989375499619459
WF_00137,77.55430041568856,train,0.5633130735164247,0.8893462537723492
WF_00138,77.3586395304365,valid,0.11458443702387822,0.9747518150865815
WF_00139,98.06738153893389,train,0.32994353865726456,1.3100396928669502
WF_00140,87.49014793985633,train,0.777609530278536,0.8743424284463873
WF_00141,76.0972470214723,train,-0.8094863188927663,1.0813747939371465
WF_00142,91.96715929572493,valid,0.8780585789081998,0.7329085574375346
WF_00143,64.39848349152174,train,-1.3730030168855392,0.26552864911647195
WF_00144,76.25449702653992,train,0.3283679728315381,0.08950899976381409
WF_00145,77.81793927934086,train,0.17874096328632716,-0.237259719097402
WF_00146,84.53072750334339,train,-0.6162930881921079,-1.2123682930597257
WF_00147,69.61447713301574,valid,-0.022685275325646737,-0.9553115088198088
WF_00148,81.25579998718743,valid,-0.6225401526655531,-0.28201448193520967
WF_00149,78.33768919332175,train,-1.0717013268617444,0.2414521596024293
WF_00150,82.51421680449715,test,-0.35361474161364437,1.4408125980042632
WF_00151,70.90632049271301,train,-1.1039886353716615,-0.04179722787551253
WF_00152,76.13720874255769,train,0.3227974640932481,1.003476290877664
WF_00153,73.64898647927876,valid,-1.1500854941523635,1.0793156564321207
WF_00154,90.859845504978,train,0.7119770229910514,-0.231446797688791
WF_00155,74.89448080491151,train,-1.18147906792882,0.5946902113701839
WF_00156,71.109413978543,train,-0.5662949155810063,-0.2435280417248615
WF_00157,68.68362815474224,test,-0.624603408215179,1.3221358940784769
WF_00158,81.05002654440513,test,1.3251467288748389,0.6358433382659322
WF_00159,80.40260299744229,valid,0.33028994561659186,-1.1904837546883553
WF_00160,78.06405884156706,train,-0.21173380254439425,0.16152465215384673
WF_00161,74.84229327271858,train,0.4987194410697233,1.6481121618238797
WF_00162,74.03767377874655,train,-2.107192347329688,-0.18123103454670117
WF_00163,75.34720487670157,test,-0.043133589640907445,0.44771503009506813
WF_00164,92.3883071764204,test,1.9975141778047627,0.5458788377391453
WF_00165,89.10015884379749,test,0.13234650640267256,-1.0366228991646005
WF_00166,77.33259763285544,test,0.0679131691693355,0.5107079492135139
WF_00167,92.39374750691225,train,0.5481283796421961,-1.3938351520346257
WF_00168,76.45063796260085,valid,0.8956052433143455,-0.6256241064013961
WF_00169,63.31599495072516,test,-1.9974666928898597,1.075722967494192
WF_00170,64.53378352095213,train,-1.6823264817910268,0.356756290308358
WF_00171,79.55999581331585,train,0.21029129108614655,-0.304477807746527
WF_00172,72.15596986393507,valid,-0.7148765618975097,0.44646102124518744
WF_00173,95.87517295219318,train,1.3120252622199142,-0.060092247755131445
WF_00174,81.51681058401749,train,-0.3151743898852239,0.012578502351833248
WF_00175,68.09595926688779,test,-1.9345307357131178,0.6568185267201376
WF_00176,90.08432088451015,train,-1.268013916843997,-0.7273677406591319
WF_00177,68.31566937970024,train,-2.7496760196305754,0.040336405554690695
WF_00178,73.29767941878583,train,-0.23412553728291255,-0.3122681946066529
WF_00179,87.54913503808324,train,-0.18838412726438336,-1.5856033746002556
WF_00180,82.15869625748824,test,-0.42446270978189776,-0.9204557562492998
WF_00181,66.41001062108835,valid,1.0788790390297387,1.5682064470638322
WF_00182,89.30770904390215,train,1.1985198365166936,0.38472331458523407
WF_00183,82.76409413242907,train,-0.1703884233561112,-1.3235883014013892
WF_00184,70.32221942722055,train,-2.134693667476856,-1.5403543758484106
WF_00185,76.02775964489551,train,0.6172815804922585,-0.11216390011058394
WF_00186,74.6399901242467,train,0.5553602285085755,1.5611865331764823
WF_00187,88.24494856254526,valid,0.309391570156945,-0.18675813480435263
WF_00188,86.64864187866019,valid,0.9814797493081158,1.306999553404016
WF_00189,67.63727804330439,test,-1.16482809646104,0.3519307708186574
WF_00190,89.1593619527421,train,2.008755386185139,0.47125045784589364
WF_00191,70.44014127660668,valid,-0.959427753141868,-1.3357205093045694
WF_00192,62.80585219054019,train,0.7492229272008546,0.9375229217497576
WF_00193,57.76879559269343,train,-1.6873476944133516,-0.3349320372736072
WF_00194,81.85055102768965,train,-0.9302646872700508,0.8630924536109083
WF_00195,83.83477323058868,test,1.5163686467253361,-0.814169981986113
WF_00196,82.71960735442944,train,-0.2608998230008499,0.1770493475099125
WF_00197,86.81027157196259,valid,0.8399226051327979,0.3520029539376315
WF_00198,87.11571717648944,train,0.2369553887192461,-0.15403331657586652
WF_00199,73.63030226908137,train,-0.10495815600017268,0.4045451930861567
WF_00200,92.41302012727533,valid,1.3638503249326897,-0.26639707519250877
WF_00201,84.11893961287379,valid,-0.23665882465190033,-0.6490597530412794
WF_00202,75.2619792350992,train,-1.7807381075634705,1.6054833827939645
WF_00203,79.71750959495517,test,-0.8032400919517051,1.0489528663614422
WF_00204,83.8936492539661,train,0.5511917287016942,-0.7608647450481768
WF_00205,72.70689201074666,valid,0.39550910636250813,0.5684443055946129
WF_00206,77.84894557751562,test,-1.5670582502354382,-0.742678854701153
WF_00207,75.7303175980268,test,-0.724342519408201,-1.1846846436623242
WF_00208,77.18820809765876,train,-0.5817213492022466,1.0338094413989762
WF_00209,77.09127680505334,train,-0.365469594114225,-1.7040996256474057
WF_00210,66.62596021610288,train,-1.3759135886015514,0.9268559135765412
WF_00211,78.0629418353694,test,-0.6283711081194786,-0.2527223125730585
WF_00212,79.50174361631548,valid,-0.7286104852595274,-0.21154660308052864
WF_00213,79.52040866273238,valid,0.7715332597619193,0.4097512196232897
WF_00214,81.2434069733891,train,0.8091213109902438,0.5811988119942524
WF_00215,72.25527482829195,test,-0.145810458088816,-0.8263431768289082
WF_00216,83.83527923776978,train,-0.3920397958707315,0.7177256087500634
WF_00217,97.99707835221169,train,0.1399243120391134,0.1133705380252234
WF_00218,85.53252620166498,train,-0.8165751074555749,-1.2560547928680381
WF_00219,67.93768365269435,train,-1.146832082167441,-0.1698744835797392
WF_00220,68.35306600577083,test,-0.9402212089257169,1.3812790155589258
WF_00221,80.1171843631084,train,-0.6348131639714567,1.6765947982456966
WF_00222,82.92213577152286,train,-1.163473799792271,0.7173484576086773
WF_00223,76.34103130880649,test,0.16205955906287475,-1.19034348816837
WF_00224,75.94291689688689,test,0.7297156737837084,0.4906069024558882
WF_00225,68.41738451184695,train,-1.5870983007982418,0.8508609038591928
WF_00226,93.1013281505136,test,0.02512871121603335,0.7257079833187221
WF_00227,71.79549240250905,test,-0.21993579526633558,0.7849542886879182
WF_00228,73.12852899290608,valid,0.3415086855368029,0.3632630792475308
WF_00229,82.17806178503206,train,-0.012938768103588062,-0.0724123388305437
WF_00230,81.40050675224401,train,-1.4535992799316308,-0.6083674959040184
WF_00231,79.55188172591022,valid,-1.2623892988571654,-1.8979355185014963
WF_00232,81.50764869087672,train,0.029423575584972723,0.33964176671335083
WF_00233,81.49511962173483,valid,1.0287809197455093,0.18605284365218855
WF_00234,56.65663741551889,train,-2.214187371043003,0.5575758428248162
WF_00235,92.05541214125617,train,0.34572657980157995,-1.3375436932928941
WF_00236,82.11285660934624,test,1.1896220052876432,0.6450166893150603
WF_00237,72.53893002056861,train,-0.1530258762062131,2.054545094620777
WF_00238,88.9712723563242,train,0.5502024960264408,0.07845013077791134
WF_00239,77.65100012987043,train,-0.7030690808978022,-0.06166531920654083
WF_00240,70.93885994765931,train,-0.11936619927687682,0.309002356085701
WF_00241,68.09371238367228,train,-1.6209135183081516,2.032337024710338
WF_00242,65.55895872778851,train,-2.344343308418874,-1.023647761699891
WF_00243,92.75404333809458,train,0.9427658012252752,0.20320693339390494
WF_00244,81.03947735827587,train,-0.9849949277244419,-0.7996574222976441
WF_00245,65.87770458045748,valid,-0.4555278450034305,-0.547004720844995
WF_00246,77.86782745693476,test,-1.3864422532701932,-0.04959030788193934
WF_00247,66.12110809769416,valid,-1.4099697030838758,1.3473232416135588
WF_00248,78.18823304595236,valid,-0.17383770009461635,1.8009906006887368
WF_00249,79.39277990034536,train,-0.7295771941356465,0.4481421446267063
WF_00250,86.01568892585634,test,0.37797099799469847,-0.3765947230234853
WF_00251,82.56279004579498,test,0.4525384189795919,2.4927388666385184
WF_00252,81.44168565920393,valid,0.32084964632460716,-0.4275544813295202
WF_00253,82.41652123267741,train,0.2386007909284437,-0.5711359143597373
WF_00254,96.49987531941626,valid,1.5777682049318862,-1.7749430445787269
WF_00255,64.2913538503722,train,-1.067593769044886,1.3960915692447435
WF_00256,86.127389169887,train,-0.05493486620291775,0.968245592371294
WF_00257,91.54531410895432,valid,1.1326898205195888,2.417805536116446
WF_00258,90.95019898766554,train,1.2645398093380364,-1.3895233522181258
WF_00259,70.7735379333318,valid,-1.4217636493445729,1.4581708074791095
WF_00260,80.09855859340225,test,-0.3123554416558699,0.07013551836612739
WF_00261,73.88110853409678,valid,1.3581210958672605,0.8061002168001363
WF_00262,86.82889627286768,train,0.5080791051990653,-1.647777141104471
WF_00263,81.5048246725465,train,0.19526303147977275,1.4680818226652972
WF_00264,70.72499505472116,train,-0.21768469343465674,0.7865167513318304
WF_00265,80.9702458873671,train,-0.38380092570774543,-0.038910034786217525
WF_00266,85.97867617882918,train,0.2882190630903242,0.6451126876611214
WF_00267,78.47963861094186,train,-0.25237412498448336,-0.7654953010422492
WF_00268,73.08080647292094,train,-0.04257862104444418,-0.5794400855816993
WF_00269,92.55991585099027,train,0.07859870611503737,-0.46344461362539624
WF_00270,93.36049056359953,train,-0.6780715284934992,-1.852727861690278
WF_00271,80.5394124340249,valid,0.5321293738814383,0.8617584942033671
WF_00272,84.97947612833495,train,2.9142446484154196,1.1915936141825663
WF_00273,69.13627764289036,train,-1.7769866393260751,-0.7013441497638416
WF_00274,81.78542423312969,train,0.3240125241899799,0.3482030159448188
WF_00275,74.38108832994622,train,-0.7601900886189056,-0.2655404746292363
WF_00276,94.06291607851405,train,0.57740257751925,0.3282739620810305
WF_00277,84.4292376288142,train,0.04655747332786092,-0.6275772412110292
WF_00278,90.87270370088589,test,0.7618547740424635,-0.8834251560876358
WF_00279,70.72560271338963,valid,1.1755065765087795,1.0520748860237426
WF_00280,81.6083277200334,train,0.19242111776818133,-0.06387058512449259
WF_00281,87.01405284992788,train,1.1320522884141782,2.0221089508534758
WF_00282,69.91879981706317,test,-2.3442978937886774,0.046309964794139964
WF_00283,71.04750948688705,test,1.5904522979160232,-0.9260780403504922
WF_00284,83.67738917824299,train,0.3750621518923401,1.2269408764359389
WF_00285,95.83215970994581,test,1.0778433557451819,0.6308001641460198
WF_00286,56.166158952861934,test,-1.2198757448415216,0.7268728636964236
WF_00287,88.37927080963037,valid,-0.8307698816053357,1.1906006788679186
WF_00288,68.00316355978183,train,0.14593829414477413,-0.6527962938457945
WF_00289,87.84402500074883,train,-0.017037889337463016,-0.12725330898528756
WF_00290,77.50057177216767,valid,0.2830685880099896,-0.17144983148779322
WF_00291,75.01968339595525,valid,1.0845151609299661,-1.2907465369156184
WF_00292,67.45234150732155,valid,-1.7652203153028492,-0.2635901501582435
WF_00293,85.24586484329961,valid,0.9738190717173091,1.3363794578768242
WF_00294,83.06759433357772,train,0.008281909957927018,0.237338103793847
WF_00295,85.43461666954474,train,-0.20378186112454774,-1.3460613278449878
WF_00296,75.49621266951226,valid,-1.4711152343848903,-1.555839411664935
WF_00297,62.939596574063195,train,0.503048668376865,1.6647760587482714
WF_00298,77.90915063343577,train,-2.414107851031037,-0.09031901025512999
WF_00299,98.9873982899469,train,0.6483940112387127,-0.6474102057016173
WF_00300,78.64153764170663,valid,-1.492105835472992,-0.2739917648970031
WF_00301,68.35354028927688,valid,0.053457912617474034,-1.477307754317332
WF_00302,74.37162609717605,test,-0.11916883732792043,1.4230951495116198
WF_00303,76.46667775717417,valid,1.1695381472938837,-0.3930529375860296
WF_00304,65.69435967005445,test,-0.17865516901389017,1.367401527738422
WF_00305,84.31106680733427,train,-0.6941385611456656,0.05165171444731515
WF_00306,87.75190256345579,train,-0.506602695971203,1.4295319745684398
WF_00307,83.39682736702215,train,1.2728827687546636,0.2566944990430854
WF_00308,85.08556655965263,valid,0.5362969691808936,0.853232662869076
WF_00309,79.85098545351873,test,-0.3856299815231613,0.7190930460883368
WF_00310,71.62855829761166,train,-0.23644641996451343,0.6232910662519707
WF_00311,72.13765603634944,train,-1.567177090585447,0.3479344771827106
WF_00312,75.23676951267912,train,0.388474200851541,-0.2328507161155849
WF_00313,64.89568241200936,train,-1.7598157076954657,1.9154346915728602
WF_00314,86.35159384489864,train,0.7517964658354561,-0.9069369850959007
WF_00315,80.54686784210864,valid,0.12862159249126584,0.004307642343159692
WF_00316,97.91429028010312,train,2.3869517995739225,0.01488587520759545
WF_00317,71.83360722014986,train,-1.1001355537243058,0.4024407533435215
WF_00318,81.72611297041192,train,-0.10266209104063294,-0.4294726458945011
WF_00319,92.691819790254,valid,1.7982877009230627,0.31474630558958777
WF_00320,94.7314655917404,train,1.1913896402914144,-0.16884258520296613
WF_00321,76.54929618833467,valid,-0.6962120515798997,-1.5819525174378992
WF_00322,83.66044823588555,train,0.22396742837344774,0.009552286256846456
WF_00323,84.5238467098155,test,0.001999356415087233,-1.1005653330301517
WF_00324,79.22667822687217,train,0.2819558673941572,-1.734385762448901
WF_00325,70.94155593648917,train,-0.6986804359848298,0.13687332068938496
WF_00326,73.97999504484443,valid,-0.08932040270073452,0.48788334201956646
WF_00327,68.3958135844216,train,-1.5980523752767137,0.5266980421045764
WF_00328,74.39139010271549,train,0.13512345186808206,0.5671707070196942
WF_00329,88.74178582537621,train,0.45002067342183205,-1.9325890209406105
WF_00330,80.68201577839626,test,-0.227419412643884,-1.3610169279074695
WF_00331,68.06893703060737,train,-1.6150508905847878,1.9735214368136709
WF_00332,79.22091020796636,train,0.9885318628514624,-1.0472087600770361
WF_00333,84.66668737882883,valid,0.3645250379928023,0.6108410311366891
WF_00334,81.59415268988758,train,-0.7260150977009768,-0.686937621665846
WF_00335,86.57527784986074,train,-0.28060044683806395,0.07967273926756446
WF_00336,72.3800657487658,train,-1.5006694027818388,-0.6332542022735941
WF_00337,82.46057841592705,train,-1.0254101277779044,0.5615411546196448
WF_00338,75.429047990255,test,-0.5378113463571395,0.13677411731669906
WF_00339,89.6931379225907,train,1.2284208122801512,-0.4482897736442336
WF_00340,76.58291958152431,train,-0.6395033908874757,-1.0501721196807103
WF_00341,78.07086893840969,train,0.6402136593287587,0.2677741974925111
WF_00342,89.22595944817762,train,-0.5383162028615798,-1.21271879904259
WF_00343,86.41940048412512,valid,0.24794756085187486,0.4274810421208385
WF_00344,74.27027825459272,train,-0.14139550214380217,2.6264849090369
WF_00345,78.17291079373285,train,0.8730566000927434,1.350170051262012
WF_00346,85.18120534435265,train,-0.5348113382185579,0.7183478868941628
WF_00347,72.67418886368807,valid,-1.572528250002441,-0.08560729774114767
WF_00348,81.86827360390647,train,-1.3819490313636327,-1.9387526270035254
WF_00349,87.12300550804083,train,-0.5318774939427574,-1.3222863959001843
WF_00350,70.76803515714995,train,-1.2490599706780527,1.2827928561027135
WF_00351,93.59586009772188,valid,0.4102120156795513,-0.7897560801247798
WF_00352,83.53015069353772,valid,-0.4657681648580778,-0.6992520981640467
WF_00353,85.62931833470658,train,2.3746065500264315,-0.16565047568402144
WF_00354,73.06530589124421,valid,-1.737714595137132,-1.0620462588465547
WF_00355,71.31664751586324,train,0.20363317870980122,-1.2267687345516363
WF_00356,74.72580120695802,train,-1.127953023505669,-0.050474072781421825
WF_00357,87.61833674258702,train,-0.4934013403826786,-0.8915294546720363
WF_00358,96.63273880113583,train,0.14141947334054417,-0.7410185797788948
WF_00359,71.66939446219754,test,-2.325371374874287,-0.781191026147006
WF_00360,73.35759325707058,test,0.23682611678802748,0.5223602138344686
WF_00361,93.224540048036,test,1.9029074622741677,-0.23212569049535728
WF_00362,77.69985380675746,valid,-0.45343829836859284,-0.17857196789385368
WF_00363,86.88726101967988,train,0.2598078568055095,0.5969458973088833
WF_00364,88.68244459648496,train,1.0249216931253993,-0.14203960823294015
WF_00365,79.13571326231457,test,-0.16395350002699655,-0.27825376845717287
WF_00366,83.3092112446338,test,-0.5809601885314832,0.47045035557017084
WF_00367,43.90414323078506,valid,-2.2757364037217522,0.668197843557631
WF_00368,80.23873333358313,train,0.6409907193949733,-0.14707349950860418
WF_00369,97.41975641918386,test,-0.11316840972889723,0.0806077756205216
WF_00370,70.93784061029167,valid,-1.0126838513881617,-0.781790229733328
WF_00371,86.39599807798068,train,0.12659671027769356,-0.8606830431645255
WF_00372,69.83567526465272,valid,-0.5836803568061814,0.7691475019668077
WF_00373,69.71985102426709,train,-0.5284261311155256,0.4449420625446217
WF_00374,88.30713683317538,test,0.6062911561087082,0.4552984384165761
WF_00375,80.21692821316114,train,-1.3383824113238445,0.28085434872552223
WF_00376,90.90120453796561,train,1.0473152860737585,0.04620327581495357
WF_00377,75.08764775378765,train,-1.3976861631184037,0.6964118908227692
WF_00378,71.99466554929789,train,-0.6627014083552638,0.9351087610227838
WF_00379,114.47002349712423,train,1.9229461940665773,0.9112280051906476
WF_00380,88.09957868003693,test,1.1273547616424222,-0.10077791594598683
WF_00381,72.25243489095078,test,0.09760399249544019,1.386992729908838
WF_00382,65.25308645528101,train,-0.9405302155012165,0.22846068173232117
WF_00383,66.06526748585284,train,-0.5292723066998932,0.6323761925657985
WF_00384,83.5840794597318,valid,0.0732753145856964,0.28208789083487973
WF_00385,76.07427163772482,test,0.03752323233959842,0.2470067074841741
WF_00386,69.93637572127544,valid,-0.09087092962596285,-0.7357519902503197
WF_00387,78.71127159950792,valid,-0.03083251408418433,0.701350838344826
WF_00388,82.43956439976864,train,-0.2143751097051141,2.845294394907639
WF_00389,77.94607499289098,test,-1.4419787356400129,-0.3747950747900833
WF_00390,68.5485648677108,train,-0.5165107421608328,0.07099471542494816
WF_00391,78.6495905120469,test,0.9146240539868465,-0.4462052643472624
WF_00392,73.03160919603472,train,-1.3683342975511175,-0.48801990156193453
WF_00393,80.60892580882626,train,-0.18955551153927852,1.5444494781186728
WF_00394,67.59961779146985,train,-0.819753928770844,-0.6729710177274647
WF_00395,86.84473013809631,test,0.11135042939811132,-0.4740804733663613
WF_00396,90.0459742624338,valid,-0.38863318106681816,-1.5874928237313013
WF_00397,93.81209102964621,train,1.477393664974669,-0.7576117245422473
WF_00398,99.29530861946925,train,0.5065831541902538,-1.7083998929533477
