sample_id,order_id,lot_id,wafer_id,product_id,route_id,process_step,equipment_name,chamber_id,process_time_sec,target_bad_a,eds_bin_no_wf_mean,eds_bin_a_wf_mean,eds_bin_b_wf_mean,eds_bin_c_wf_mean,eds_yield_wf_mean,sensor_temp_zone1_mean,sensor_temp_zone2_mean,sensor_pressure_chamber_mean,sensor_rf_power_mean,sensor_gas_flow_o2_mean,sensor_gas_flow_ar_mean,sensor_vacuum_leak_rate,sensor_plasma_impedance_std,sensor_endpoint_time_sec,sensor_plasma_instability_score,measure_cd_post_etch_mean_nm,measure_cd_post_etch_std_nm,measure_overlay_x_nm,measure_overlay_y_nm,measure_thickness_post_cvd_nm,measure_film_resistance_ohm,measure_inline_particle_density,midproc_defect_particle_count,midproc_defect_scratch_count,midproc_defect_bridge_count,midproc_defect_residue_count,midproc_defect_void_count,midproc_defect_pattern_collapse_count,midproc_defect_microbridge_count,bad_only_residue_signature,good_only_stable_signature,sim_true_defect_a_flag,sim_true_defect_b_flag,sim_true_defect_c_flag,sim_true_defect_d_flag,sim_dominant_defect
O003_W0010,3,LOT_03_01,5,P_A,R_BASE,ETCH,CMP_01,CH_D,1982.5,0,1.6872,0.0529,0.1517,0.0096,0.9207,326.765,321.381,2.7444,871.193,124.841,199.677,0.09484,0.544,62.715,-0.04,44.6033,1.2891,6.8855,-5.8542,771.4896,35.2151,0.10267,4,1,4,4,2,3,0,,0.8902192132571162,0,1,0,0,B
O003_W0011,3,LOT_03_02,1,P_B,R_BASE,CVD,ETCH_01,CH_B,1914.5,1,1.4036,0.1576,0.0374,0.0474,0.8965,316.062,319.118,3.3387,866.058,123.921,192.176,0.07393,0.7594,66.327,0.5012,46.391,1.9262,-1.3584,-13.1584,802.8316,40.2583,0.20232,2,3,2,7,1,1,5,9.963667404066827,,1,0,0,0,A
O003_W0012,3,LOT_03_02,8,P_B,R_BASE,CVD,CVD_01,CH_D,1800.7,0,1.1873,0.0622,0.0,0.0376,0.9449,324.023,320.965,3.2544,865.595,125.026,195.008,0.07535,0.4104,60.168,2.3956,39.6469,0.6964,10.4293,5.1371,773.5459,39.7557,0.28169,7,1,3,1,1,1,2,,0.8451866249040931,0,0,0,0,GOOD
O003_W0013,3,LOT_03_08,22,P_A,R_FAST,ETCH,CVD_01,CH_A,1877.3,0,1.3556,0.047,0.0139,0.0869,0.9508,332.43,312.428,2.8015,915.137,139.507,206.689,0.0909,0.4212,63.185,-0.4685,43.4839,0.7637,-0.5446,4.4113,774.4517,36.1273,0.29081,10,4,0,2,3,0,0,,0.975889677748875,0,0,1,0,C
O003_W0014,3,LOT_03_03,22,P_A,R_BASE,CVD,CVD_01,CH_A,1968.6,0,1.2917,0.0218,0.0346,0.0293,0.9524,319.767,309.493,3.1858,839.987,111.182,203.626,0.05547,0.4142,62.157,1.4294,40.7282,1.1709,3.1961,-0.829,757.757,40.905,0.06858,1,0,0,2,1,0,2,,1.0333764479416945,0,0,0,0,GOOD
O003_W0015,3,LOT_03_01,22,P_A,R_BASE,ETCH,CVD_01,CH_A,2031.5,1,1.4223,0.1608,0.0113,0.0155,0.8977,324.229,309.472,3.6607,910.006,128.941,203.9,0.1005,0.6657,68.874,1.9163,45.2835,1.8081,-3.764,-3.8388,779.4571,33.6864,0.20249,1,2,0,7,1,1,8,13.605549141715624,,1,0,0,0,A
O003_W0016,3,LOT_03_07,10,P_B,R_BASE,ETCH,ETCH_02,CH_D,2070.1,0,1.0257,0.0337,0.0128,0.0011,0.9587,315.194,309.563,2.843,904.968,133.565,209.159,0.0827,0.335,57.917,0.4819,45.0292,1.3395,1.5496,7.7739,810.5823,41.6795,0.15804,4,0,2,0,2,0,4,,1.0655015664265977,0,0,0,0,GOOD
O003_W0017,3,LOT_03_02,18,P_A,R_BASE,ETCH,CVD_01,CH_B,2051.2,1,1.5636,0.1856,0.0164,0.0254,0.8779,328.859,313.697,3.4483,910.185,126.911,216.719,0.12994,0.5685,66.451,2.0674,41.5998,1.3839,-5.9053,3.9875,789.5936,39.6843,0.20183,6,1,2,9,0,2,2,11.538058693501533,,1,0,0,0,A
O003_W0018,3,LOT_03_08,10,P_C,R_BASE,ETCH,ETCH_01,CH_B,2040.0,0,1.6155,0.0477,0.0278,0.0264,0.8955,322.848,322.723,2.9134,882.985,129.124,218.215,0.05818,0.5059,67.836,0.9033,40.7092,1.4364,-2.4912,1.2637,837.7057,39.6021,0.10136,3,1,2,2,4,2,0,,0.915630271978605,0,0,0,1,D
O003_W0019,3,LOT_03_08,23,P_A,R_FAST,CMP,ETCH_01,CH_D,1752.6,0,1.1895,0.0244,0.0,0.0184,0.9631,326.191,309.717,2.7499,861.303,123.194,204.458,0.11066,0.6129,62.613,0.4368,42.0834,1.3698,-4.0978,0.1973,797.7179,38.1765,0.177,6,1,0,1,0,1,1,,1.4020995176237872,0,0,0,0,GOOD
O003_W0020,3,LOT_03_05,13,P_A,R_BASE,ETCH,CVD_01,CH_C,1848.0,1,1.5836,0.1804,0.039,0.0309,0.8943,319.363,309.546,3.3566,935.5,116.645,204.55,0.08565,0.494,67.887,1.1186,42.0622,1.2836,3.1379,0.267,752.6087,37.5475,0.17618,2,0,2,9,1,0,5,9.426394671603171,,1,0,0,0,A
O003_W0021,3,LOT_03_07,24,P_A,R_FAST,CMP,ETCH_01,CH_B,1838.6,0,1.8711,0.0566,0.1446,0.1067,0.8839,320.839,316.028,2.9559,824.096,119.163,210.343,0.09666,0.2861,62.247,1.0045,42.4094,0.6479,14.2767,2.4686,761.0395,37.3316,0.23843,7,3,4,1,0,0,0,,0.9171696219834369,0,1,1,0,B
O003_W0022,3,LOT_03_05,24,P_A,R_BASE,ETCH,ETCH_02,CH_B,2099.7,0,1.1398,0.0043,0.0232,0.0149,0.9506,318.472,319.956,3.2206,888.866,130.876,211.472,0.09078,0.2982,62.996,-0.2907,43.74,1.3612,-1.4692,3.2587,788.81,36.6431,0.16375,3,4,2,0,1,1,1,,1.002938701556438,0,0,0,0,GOOD
O003_W0023,3,LOT_03_04,20,P_B,R_FAST,CMP,ETCH_03,CH_B,1988.8,0,1.2577,0.0447,0.0139,0.0551,0.9337,323.169,314.832,2.952,833.622,117.654,213.772,0.09618,0.5055,64.706,-0.9652,43.9159,1.2417,-3.0763,-1.088,765.4442,40.4725,0.27623,3,0,0,1,1,0,0,,1.1192691536854626,0,0,0,0,GOOD
O003_W0024,3,LOT_03_02,14,P_B,R_REWORK,PHOTO,ETCH_01,CH_C,1845.6,1,1.5589,0.1638,0.1367,0.0,0.8897,320.344,324.34,3.5581,913.822,153.462,206.951,0.03712,0.6968,69.314,-0.1021,45.6471,1.6813,10.5966,6.3817,777.1239,34.6126,0.29812,5,1,1,12,1,1,4,8.257484475442597,,1,1,0,0,A
O003_W0025,3,LOT_03_03,15,P_B,R_BASE,CVD,CMP_01,CH_D,1658.5,0,1.5661,0.0291,0.0265,0.025,0.899,325.441,322.451,3.1915,856.696,113.793,208.826,0.09912,0.3446,61.897,-1.3203,43.123,1.1962,-0.1024,-6.0246,800.784,42.8781,0.17718,3,1,0,2,6,1,1,,1.1521991305203512,0,0,0,1,D
O003_W0026,3,LOT_03_03,24,P_A,R_BASE,CMP,CMP_01,CH_D,1728.6,0,1.0123,0.035,0.0,0.0062,0.9373,321.701,316.319,3.0542,879.067,125.68,216.912,0.12275,0.482,64.895,2.1972,42.2189,1.0763,-1.88,-1.8492,770.622,39.0278,0.15645,0,1,1,4,1,0,0,,1.126082907131687,0,0,0,0,GOOD
O003_W0027,3,LOT_03_04,13,P_A,R_BASE,ETCH,ETCH_01,CH_A,1955.5,0,1.1592,0.0203,0.0332,0.0254,0.9648,312.276,318.734,3.159,885.123,139.284,211.453,0.11861,0.3516,62.621,1.2736,41.5291,1.3214,3.3401,-5.922,779.9642,34.3316,0.12322,8,1,0,1,0,0,1,,0.9173400445527434,0,0,0,0,GOOD
O003_W0028,3,LOT_03_06,10,P_A,R_BASE,ETCH,ETCH_02,CH_A,2001.8,0,1.2297,0.0468,0.0329,0.0034,0.9654,322.329,321.498,3.1032,885.747,122.63,188.751,0.05732,0.4798,60.464,-1.035,43.1655,1.1712,3.876,9.2126,764.69,40.4206,0.10609,3,0,0,1,1,1,0,,0.8915251135523264,0,0,0,0,GOOD
O003_W0029,3,LOT_03_05,4,P_A,R_BASE,ETCH,ETCH_01,CH_A,1969.1,0,1.2404,0.0463,0.0489,0.0251,0.9364,326.066,310.417,3.1272,888.529,123.052,210.079,0.04106,0.5238,53.212,-0.2105,41.9293,1.1586,-11.9117,4.5791,787.1959,36.3474,0.16265,4,0,1,2,1,0,0,,0.9800330957410153,0,0,0,0,GOOD
O003_W0030,3,LOT_03_03,21,P_C,R_BASE,PHOTO,PHOTO_01,CH_A,1806.2,0,1.2175,0.0282,0.0306,0.0132,0.9412,319.883,318.595,2.8251,842.826,119.366,211.056,0.06812,0.3528,59.876,0.3638,39.7639,1.1175,11.5928,0.5368,808.2691,39.9288,0.20193,5,2,0,3,0,1,0,,0.9099653656148452,0,0,0,0,GOOD
O003_W0031,3,LOT_03_03,18,P_A,R_FAST,ETCH,PHOTO_01,CH_D,2011.4,0,1.1664,0.0217,0.039,0.0072,0.9683,311.672,314.632,2.9381,827.651,124.412,185.144,0.07761,0.547,62.479,0.2158,42.2054,1.2159,0.3341,-1.4971,781.0511,40.4668,0.17692,2,0,1,2,2,0,0,,0.839603289373908,0,0,0,0,GOOD
O003_W0032,3,LOT_03_08,4,P_A,R_BASE,ETCH,ETCH_01,CH_D,1972.5,0,1.2198,0.0454,0.0221,0.0136,0.9589,316.694,312.388,2.9261,849.438,124.433,207.729,0.085,0.3287,60.781,1.5563,38.2172,1.0924,4.7245,-3.9284,783.46,31.8252,0.14018,5,1,1,4,3,0,1,,1.1072205866831464,0,0,0,0,GOOD
O003_W0033,3,LOT_03_01,13,P_A,R_FAST,CVD,PHOTO_01,CH_A,1802.9,1,1.5215,0.1447,0.0476,0.0167,0.8965,330.155,313.006,3.1933,905.967,130.247,180.251,0.10512,0.645,65.307,1.8778,44.6306,1.7515,-3.4398,2.886,787.7091,38.071,0.18163,4,1,1,7,0,1,6,11.518365544132273,,1,0,0,0,A
O003_W0034,3,LOT_03_08,17,P_C,R_BASE,ETCH,ETCH_03,CH_B,2042.4,0,1.1718,0.0322,0.0225,0.0057,0.9607,318.06,326.564,3.4262,850.482,115.814,193.787,0.10949,0.6213,65.98,1.6897,42.2127,0.892,0.0716,4.0004,750.2153,36.8468,0.18306,3,0,1,2,3,1,1,,0.9846801754689766,0,0,0,0,GOOD
O003_W0035,3,LOT_03_07,17,P_B,R_BASE,ETCH,CVD_01,CH_D,1924.0,0,1.1139,0.0697,0.0025,0.0071,0.936,325.486,319.396,3.0885,860.506,147.339,202.784,0.05287,0.4819,63.2,-0.7723,41.5182,0.9684,-5.864,-2.0636,770.5418,38.2713,0.2024,5,1,1,4,1,1,0,,0.9609357588185342,0,0,0,0,GOOD
O003_W0036,3,LOT_03_07,21,P_B,R_REWORK,ETCH,ETCH_03,CH_C,2236.6,1,1.5389,0.1811,0.017,0.0284,0.9202,318.337,320.544,3.7253,837.941,124.843,214.303,0.07858,0.5004,76.703,1.4046,43.3922,1.5746,-0.4886,0.7598,741.9163,41.3389,0.27058,2,0,0,8,0,1,8,9.983245300805958,,1,0,0,0,A
O003_W0037,3,LOT_03_06,19,P_B,R_BASE,PHOTO,CVD_01,CH_D,1736.5,0,1.657,0.0475,0.0286,0.129,0.8712,311.878,314.024,3.1193,821.959,123.086,202.362,0.07592,0.2892,56.421,1.7058,41.809,1.0465,1.9275,0.8144,826.0135,40.4134,0.23424,7,4,1,1,5,1,0,,1.0091084740297325,0,0,1,1,C
O003_W0038,3,LOT_03_03,21,P_B,R_FAST,ETCH,ETCH_02,CH_A,1958.9,0,1.4614,0.0483,0.0143,0.0174,0.8912,316.125,319.875,3.0183,826.624,134.155,199.706,0.09763,0.3778,62.553,-1.0499,40.5759,0.9553,-4.4281,-5.8596,809.3867,41.7913,0.1125,4,0,0,3,7,0,2,,0.6725663374449546,0,0,0,1,D
O003_W0039,3,LOT_03_03,2,P_A,R_BASE,PHOTO,ETCH_02,CH_C,1831.0,1,1.6075,0.1627,0.0434,0.0485,0.875,314.998,319.084,3.4542,854.25,119.517,213.298,0.09171,0.398,69.168,0.6334,45.9871,2.215,6.6374,2.6316,772.9604,34.8187,0.16669,3,0,2,7,1,1,4,10.208109963340362,,1,0,0,0,A
O003_W0040,3,LOT_03_08,22,P_B,R_BASE,CVD,CMP_01,CH_C,1845.9,0,1.4153,0.0264,0.0215,0.0166,0.906,322.896,326.471,3.1836,881.688,130.261,212.002,0.13173,0.549,59.033,0.2136,42.8379,1.2925,2.3456,0.1238,769.7759,42.0242,0.1524,6,0,1,1,3,0,0,,1.193637295240511,0,0,0,1,D
O003_W0041,3,LOT_03_07,21,P_B,R_BASE,CMP,CMP_01,CH_C,1891.5,0,1.3201,0.0708,0.01,0.0278,0.9359,322.402,315.235,2.7825,845.378,129.138,206.055,0.09894,0.5009,55.694,0.2646,39.164,1.0934,1.8563,4.5167,777.7908,40.0525,0.12632,8,1,0,0,2,1,0,,0.8028871001074104,0,0,0,0,GOOD
O003_W0042,3,LOT_03_05,5,P_B,R_BASE,PHOTO,ETCH_01,CH_C,1828.9,0,1.1689,0.0563,0.0039,0.0155,0.9328,316.41,324.867,2.9182,871.568,133.047,211.034,0.10751,0.622,68.039,2.5755,43.6577,1.0685,-6.037,-1.3616,764.109,33.6703,0.16278,5,1,1,1,3,0,0,,1.0151301212119483,0,0,0,0,GOOD
O003_W0043,3,LOT_03_06,10,P_A,R_BASE,ETCH,ETCH_01,CH_B,1806.3,0,1.2504,0.0379,0.0376,0.0343,0.9271,325.999,322.084,2.9284,839.546,124.129,210.905,0.08965,0.4069,65.087,0.7903,38.6386,1.1966,-12.6407,14.3511,771.095,36.6401,0.20414,4,1,0,0,3,0,2,,1.042528487751154,0,0,0,0,GOOD
O003_W0044,3,LOT_03_06,10,P_B,R_FAST,PHOTO,ETCH_02,CH_B,1797.1,0,1.3944,0.044,0.1411,0.0,0.9183,314.706,322.243,3.004,866.719,137.248,193.676,0.08647,0.4448,66.069,0.458,40.0437,1.3503,2.1358,-4.7028,794.6776,42.5091,0.26638,3,1,5,3,1,2,0,,0.8746520644349192,0,1,0,0,B
O003_W0045,3,LOT_03_07,13,P_A,R_REWORK,ETCH,ETCH_02,CH_C,2131.9,1,1.725,0.2084,0.0344,0.0216,0.8954,320.278,319.183,3.5375,871.511,112.986,188.77,0.14464,0.695,67.371,0.7552,44.0307,2.0027,-4.1096,-1.007,778.3629,35.4008,0.19143,5,2,0,9,2,1,7,9.026064168374305,,1,0,0,0,A
O003_W0046,3,LOT_03_02,23,P_A,R_BASE,ETCH,ETCH_03,CH_C,2043.9,0,1.1339,0.0329,0.0136,0.0153,0.9626,325.819,330.148,3.5866,845.616,125.189,196.368,0.07037,0.5144,63.541,-0.6916,41.149,1.0896,-9.6652,-1.2353,764.401,37.6524,0.20023,3,3,1,1,1,0,2,,1.1589326853877473,0,0,0,0,GOOD
O003_W0047,3,LOT_03_04,20,P_B,R_BASE,ETCH,PHOTO_01,CH_C,1950.7,0,1.2232,0.036,0.0052,0.0063,0.9571,318.868,318.054,3.0333,898.11,137.873,211.711,0.08216,0.3472,70.008,0.3334,45.1429,0.9642,-1.9286,-6.7439,784.2587,39.3729,0.25202,6,1,1,2,1,1,0,,1.0782990415149891,0,0,0,0,GOOD
O003_W0048,3,LOT_03_02,25,P_B,R_FAST,CMP,CMP_01,CH_A,1894.5,0,1.5561,0.0323,0.1327,0.1338,0.8971,316.326,314.224,2.7807,836.161,115.433,201.841,0.03667,0.4891,63.837,0.5806,41.0197,1.18,1.7267,-4.0868,774.9972,35.624,0.25504,2,7,3,0,0,0,0,,0.9491889350091646,0,1,1,0,B
O003_W0049,3,LOT_03_05,6,P_B,R_BASE,ETCH,ETCH_01,CH_B,2050.5,0,1.1106,0.0107,0.0359,0.026,0.9524,324.152,321.576,2.6166,904.062,123.818,207.998,0.08031,0.4588,56.382,0.2359,39.0831,0.9376,-6.5257,0.98,799.7364,38.182,0.26658,5,0,2,0,4,1,1,,1.1167894710627104,0,0,0,0,GOOD
O003_W0050,3,LOT_03_03,8,P_C,R_REWORK,PHOTO,ETCH_01,CH_C,1998.6,0,1.3003,0.0674,0.0117,0.0136,0.9176,326.19,325.378,3.2249,812.966,130.868,215.787,0.06916,0.5607,59.124,1.5159,46.5178,1.4611,-2.1248,-0.2144,776.9875,39.4374,0.10507,3,2,2,3,0,0,0,,1.0772397564973462,0,0,0,0,GOOD
O003_W0051,3,LOT_03_02,11,P_A,R_BASE,ETCH,CMP_01,CH_B,2021.4,0,1.4866,0.0534,0.1789,0.0426,0.8861,315.183,317.819,3.0439,875.942,120.667,191.717,0.06651,0.4831,64.732,-0.5103,44.6257,1.6362,8.4389,-6.3552,760.0581,36.088,0.22245,3,1,4,4,5,2,1,,1.1432780108985159,0,1,0,0,B
O003_W0052,3,LOT_03_05,2,P_A,R_FAST,ETCH,PHOTO_01,CH_B,1913.4,0,1.1276,0.0544,0.0354,0.0038,0.9317,328.661,316.749,3.0829,836.291,123.542,191.352,0.0802,0.3945,62.587,-1.6218,44.3321,1.4396,3.2616,-0.877,783.6511,33.9307,0.07927,4,1,0,2,2,2,1,,0.8935512975577907,0,0,0,0,GOOD
O003_W0053,3,LOT_03_01,17,P_A,R_BASE,CVD,ETCH_02,CH_C,1840.8,0,1.2084,0.0567,0.0431,0.0039,0.9252,327.513,314.935,2.895,846.222,118.873,219.938,0.05567,0.4778,69.032,-0.3797,43.0856,1.0429,-1.4901,-1.818,770.2147,40.7879,0.19215,4,1,0,2,0,2,2,,0.8830804627409494,0,0,0,0,GOOD
O003_W0054,3,LOT_03_05,19,P_A,R_BASE,CVD,CMP_01,CH_C,1899.4,0,1.2341,0.055,0.0238,0.0206,0.9311,324.19,323.837,3.0218,810.41,130.752,217.638,0.07321,0.3977,59.839,0.5798,43.8242,0.9506,3.3289,-4.1782,792.4509,36.6265,0.19476,5,0,0,3,2,0,2,,1.097414744987919,0,0,0,0,GOOD
O003_W0055,3,LOT_03_04,23,P_B,R_REWORK,ETCH,ETCH_02,CH_B,2157.3,0,1.193,0.0489,0.01,0.0332,0.9551,324.238,315.417,2.7651,885.029,111.909,208.534,0.09699,0.3243,65.171,-1.0301,41.0053,1.4563,-7.5657,-3.9425,788.8834,38.8462,0.21273,13,0,2,5,0,0,1,,1.088444770623071,0,0,0,0,GOOD
O003_W0056,3,LOT_03_07,8,P_A,R_FAST,ETCH,CVD_01,CH_A,1972.1,1,1.6843,0.1464,0.023,0.0192,0.9176,308.038,320.98,3.0405,881.831,130.965,198.333,0.17021,0.6227,65.291,2.4186,40.2084,2.0895,-1.6252,-4.1089,791.7114,43.7042,0.17759,3,2,1,7,0,0,4,11.687265479400203,,1,0,0,0,A
O003_W0057,3,LOT_03_03,12,P_C,R_BASE,ETCH,CMP_01,CH_C,1836.6,1,1.6162,0.0507,0.0401,0.017,0.8758,319.183,314.261,2.9262,881.701,125.592,197.015,0.09671,0.4623,61.591,1.6729,43.5515,1.2702,-1.9793,-7.6448,814.3574,46.7287,0.18069,4,1,2,3,2,0,1,9.760622172112024,,0,0,0,1,D
O003_W0058,3,LOT_03_06,8,P_B,R_BASE,CVD,ETCH_03,CH_C,1840.9,1,1.3513,0.0425,0.0143,0.1201,0.9322,323.518,319.235,3.4841,872.16,130.816,218.205,0.06942,0.4118,54.987,0.8872,42.5851,1.3654,4.6508,1.851,779.7562,40.7212,0.24612,4,4,1,4,1,0,1,12.33697803200913,,0,0,1,0,C
O003_W0059,3,LOT_03_04,7,P_B,R_FAST,ETCH,ETCH_01,CH_B,1960.7,0,1.0609,0.0362,0.0086,0.0164,0.9488,314.873,328.874,2.9378,871.759,126.554,196.722,0.09681,0.4264,57.139,0.5007,43.7278,1.2732,1.9535,10.3828,792.019,37.0579,0.0951,5,2,1,2,1,1,1,,1.0972610047247695,0,0,0,0,GOOD
O003_W0060,3,LOT_03_06,17,P_A,R_FAST,ETCH,ETCH_01,CH_D,2022.1,0,1.3715,0.0527,0.0432,0.0241,0.9439,319.214,320.401,2.6495,820.05,124.142,214.921,0.02484,0.4724,70.154,-3.0413,41.8936,1.3989,-8.209,-3.7284,771.5868,38.8313,0.2658,6,1,2,1,0,0,1,,0.9552548028855105,0,0,0,0,GOOD
O003_W0061,3,LOT_03_01,7,P_B,R_BASE,CVD,CVD_01,CH_D,1682.5,0,1.3182,0.0279,0.0397,0.0262,0.9421,325.813,318.445,3.3874,833.698,116.715,192.88,0.04038,0.3169,53.703,0.62,40.7346,1.3716,9.5004,-8.7929,785.2592,35.985,0.21127,7,0,0,1,1,0,2,,1.2005204822520978,0,0,0,0,GOOD
O003_W0062,3,LOT_03_07,3,P_A,R_FAST,ETCH,ETCH_02,CH_A,1962.6,0,1.3178,0.0416,0.0368,0.0331,0.9482,320.837,322.449,3.0739,873.243,128.53,214.308,0.09177,0.5228,59.316,-0.8745,39.6926,0.6557,-2.6605,5.4798,789.7606,39.1823,0.22955,8,0,1,0,1,0,1,,0.7434511545059401,0,0,0,0,GOOD
O003_W0063,3,LOT_03_05,5,P_A,R_BASE,PHOTO,CMP_01,CH_A,1883.2,0,1.2805,0.037,0.0393,0.0172,0.9558,323.404,315.967,2.9148,881.816,118.857,217.67,0.08031,0.4385,68.24,1.3211,44.629,1.4159,-3.9326,1.6566,752.6898,37.1486,0.1966,3,0,1,3,3,0,0,,1.0398694605828802,0,0,0,0,GOOD
O003_W0064,3,LOT_03_01,14,P_B,R_FAST,CMP,ETCH_03,CH_A,1883.4,0,1.2663,0.0397,0.0366,0.0013,0.9325,334.488,320.261,3.0307,813.213,125.15,211.012,0.12405,0.499,58.088,0.5689,42.5991,1.0798,-4.7286,-2.4764,765.4376,40.0338,0.20446,6,0,0,2,0,1,1,,0.9332862363216837,0,0,0,0,GOOD
O003_W0065,3,LOT_03_02,17,P_A,R_BASE,CVD,CVD_01,CH_A,1572.1,0,1.2821,0.0511,0.0241,0.0246,0.9464,328.935,318.742,2.8671,869.656,129.136,213.28,0.07972,0.3697,51.485,-0.621,43.0157,1.3479,-4.859,4.4163,796.9608,40.6291,0.14697,6,2,0,1,0,1,1,,0.8445059196136764,0,0,0,0,GOOD
O003_W0066,3,LOT_03_02,13,P_C,R_BASE,CVD,PHOTO_01,CH_C,1806.7,0,1.4569,0.006,0.0304,0.0016,0.8896,326.056,321.862,3.0096,893.979,119.665,223.457,0.10963,0.5289,58.487,0.9258,45.3681,1.4659,5.4369,3.2944,794.8608,42.7227,0.1692,4,1,0,3,4,0,0,,1.0973901589161854,0,0,0,1,D
