sample_id,order_id,lot_id,wafer_id,product_id,route_id,process_step,equipment_name,chamber_id,process_time_sec,target_bad_a,eds_bin_no_wf_mean,eds_bin_a_wf_mean,eds_bin_b_wf_mean,eds_bin_c_wf_mean,eds_yield_wf_mean,sensor_temp_zone1_mean,sensor_temp_zone2_mean,sensor_pressure_chamber_mean,sensor_rf_power_mean,sensor_gas_flow_o2_mean,sensor_gas_flow_ar_mean,sensor_vacuum_leak_rate,sensor_plasma_impedance_std,sensor_endpoint_time_sec,sensor_plasma_instability_score,measure_cd_post_etch_mean_nm,measure_cd_post_etch_std_nm,measure_overlay_x_nm,measure_overlay_y_nm,measure_thickness_post_cvd_nm,measure_film_resistance_ohm,measure_inline_particle_density,midproc_defect_particle_count,midproc_defect_scratch_count,midproc_defect_bridge_count,midproc_defect_residue_count,midproc_defect_void_count,midproc_defect_pattern_collapse_count,midproc_defect_microbridge_count,bad_only_residue_signature,good_only_stable_signature,sim_true_defect_a_flag,sim_true_defect_b_flag,sim_true_defect_c_flag,sim_true_defect_d_flag,sim_dominant_defect
O001_W0015,1,LOT_01_03,14,P_C,R_BASE,ETCH,ETCH_01,CH_B,1901.5,0,1.1681,0.0513,0.0,0.0163,0.9166,316.271,318.16,2.8356,866.62,139.108,200.581,0.05445,0.3724,59.594,-0.1111,43.5867,0.7529,-18.0779,1.2893,788.9501,33.465,0.20647,4,0,1,2,1,1,0,,0.8873461100500819,0,0,0,0,GOOD
O001_W0016,1,LOT_01_03,15,P_B,R_BASE,ETCH,ETCH_02,CH_C,1931.8,0,1.5577,0.0568,0.1507,0.0398,0.9123,320.855,314.765,2.4928,871.575,107.11,204.634,0.07186,0.2317,59.17,0.1224,42.6706,1.4785,10.5065,-8.9346,786.0966,35.5294,0.1613,7,0,2,2,3,0,1,,0.9038374317245204,0,1,0,0,B
O001_W0017,1,LOT_01_05,13,P_A,R_FAST,CVD,ETCH_02,CH_C,1784.0,0,1.6553,0.0458,0.0329,0.1323,0.8698,325.804,323.156,3.3643,882.321,116.169,203.727,0.08717,0.2416,60.976,-0.9199,41.6388,0.9937,-1.8505,0.2506,813.8789,43.5036,0.21526,5,3,1,1,2,1,0,,1.123061194700901,0,0,1,1,C
O001_W0018,1,LOT_01_04,1,P_A,R_FAST,ETCH,CMP_01,CH_C,2127.6,1,1.5858,0.1658,0.0434,0.0369,0.9082,313.19,311.944,3.1338,842.982,122.563,217.165,0.08306,0.5629,65.81,1.8502,44.4156,1.8249,-12.8725,-6.5906,794.3082,39.5227,0.23361,3,0,0,6,0,1,5,6.605696515885976,,1,0,0,0,A
O001_W0019,1,LOT_01_03,18,P_C,R_FAST,ETCH,ETCH_01,CH_D,2124.8,0,1.1895,0.0192,0.025,0.0172,0.9402,321.162,314.572,2.8918,947.451,120.501,218.461,0.06676,0.4126,57.702,-0.5605,40.0537,1.1306,-0.1102,0.8269,764.1361,38.1558,0.14933,3,1,0,4,0,1,0,,1.200313669685446,0,0,0,0,GOOD
O001_W0020,1,LOT_01_02,9,P_A,R_REWORK,ETCH,CVD_01,CH_C,2020.1,0,1.1648,0.0382,0.0374,0.0035,0.94,326.226,321.772,2.8315,878.684,121.722,211.237,0.09647,0.4712,59.705,0.6672,39.5241,1.4711,2.3817,-13.989,804.4607,37.7704,0.26342,5,3,2,3,3,1,1,,1.107399426486837,0,0,0,0,GOOD
O001_W0021,1,LOT_01_01,8,P_A,R_BASE,CVD,PHOTO_01,CH_B,1933.5,0,1.0075,0.0463,0.0322,0.0235,0.9527,319.269,328.061,3.2375,903.393,122.343,213.51,0.10739,0.5386,61.601,-0.0648,41.42,1.5893,-2.7576,2.8223,779.4174,39.1399,0.15288,7,2,2,1,0,1,2,,1.039267061525456,0,0,0,0,GOOD
O001_W0022,1,LOT_01_01,8,P_C,R_FAST,CMP,ETCH_02,CH_C,1697.3,0,1.5694,0.0235,0.1536,0.0229,0.9053,314.148,319.675,3.0829,808.352,128.329,192.799,0.08993,0.317,53.934,-0.2277,39.3788,1.0609,2.4134,-5.6311,787.7336,39.0921,0.12443,2,2,2,5,0,2,4,,0.9669235227449242,0,1,0,0,B
O001_W0023,1,LOT_01_05,3,P_A,R_BASE,ETCH,ETCH_03,CH_C,2182.0,0,1.1288,0.0505,0.0122,0.0094,0.9545,318.358,318.084,2.9329,831.03,120.861,207.208,0.0636,0.6079,61.572,-0.3772,41.9624,1.5792,2.4316,1.279,798.0224,43.1684,0.22755,5,2,1,0,1,0,1,,0.8187863884823919,0,0,0,0,GOOD
O001_W0024,1,LOT_01_05,24,P_A,R_REWORK,CMP,ETCH_03,CH_C,2122.8,1,1.7771,0.1616,0.0312,0.0989,0.8809,324.468,310.022,3.8526,925.611,132.137,232.196,0.14546,0.5536,66.429,0.4488,43.3863,1.568,3.7977,-2.1875,785.5282,36.5389,0.22447,5,6,1,7,1,1,3,10.003704648499623,,1,0,1,0,A
O001_W0025,1,LOT_01_01,12,P_B,R_BASE,ETCH,CVD_01,CH_B,1752.2,0,1.3893,0.0513,0.0552,0.0318,0.9251,322.138,320.923,3.2467,856.188,122.645,200.227,0.11907,0.2947,66.979,0.6711,39.7591,1.0037,0.1131,-1.5819,810.5354,41.5357,0.24471,6,1,2,2,1,0,1,,0.9411295940958765,0,0,0,0,GOOD
O001_W0026,1,LOT_01_01,2,P_A,R_BASE,CVD,ETCH_01,CH_A,1827.4,0,1.1836,0.0388,0.0494,0.0323,0.9402,319.453,314.817,2.9898,856.025,126.916,217.891,0.12949,0.4836,62.285,-1.1249,42.8088,1.5462,-2.826,3.1731,778.5363,39.21,0.29619,4,2,0,1,2,0,1,,0.7029757573333859,0,0,0,0,GOOD
O001_W0027,1,LOT_01_06,5,P_A,R_BASE,CVD,ETCH_01,CH_C,1795.7,0,1.1526,0.0296,0.0196,0.0128,0.9463,320.658,310.123,2.622,867.175,124.774,202.217,0.04828,0.4869,60.792,0.9022,43.4181,1.21,2.9163,-6.4056,732.0732,42.002,0.14875,6,1,4,2,3,0,0,,1.301052944448744,0,0,0,0,GOOD
O001_W0028,1,LOT_01_04,15,P_C,R_REWORK,ETCH,PHOTO_01,CH_B,2172.7,0,1.2973,0.0588,0.025,0.0446,0.9432,331.276,307.914,2.9117,880.53,131.806,219.904,0.1421,0.5507,58.847,-1.3481,42.4856,1.4718,-1.6888,-2.1269,774.9077,37.138,0.23074,7,2,2,2,3,0,1,,1.2163277102148464,0,0,0,0,GOOD
O001_W0029,1,LOT_01_04,6,P_B,R_FAST,ETCH,PHOTO_01,CH_C,1851.0,0,1.108,0.0004,0.0289,0.039,0.9464,323.307,321.869,3.3749,825.994,121.632,203.573,0.0845,0.3682,68.563,0.3181,43.9892,1.1819,1.71,7.0114,763.8584,39.9712,0.13017,4,1,0,2,1,1,2,,1.0548209840227851,0,0,0,0,GOOD
O001_W0030,1,LOT_01_01,20,P_C,R_BASE,CVD,CVD_01,CH_C,1671.8,0,1.1054,0.0312,0.0222,0.0,0.9509,324.959,313.35,2.94,824.675,126.592,213.974,0.09417,0.4806,62.759,0.7914,43.5579,1.0182,-0.6527,0.5147,791.3769,36.4935,0.14882,3,0,1,4,0,0,0,,1.075336077593287,0,0,0,0,GOOD
O001_W0031,1,LOT_01_02,12,P_B,R_FAST,CMP,PHOTO_01,CH_B,1776.0,1,1.5177,0.1928,0.0153,0.0307,0.9015,322.444,323.031,3.4067,911.966,117.733,202.289,0.12775,0.5992,61.652,1.1619,41.8747,1.4293,2.0432,0.3573,800.9633,36.2084,0.15897,3,1,1,2,2,0,2,8.433611667312377,,1,0,0,0,A
O001_W0032,1,LOT_01_07,11,P_A,R_BASE,CMP,ETCH_03,CH_A,1886.6,1,1.9013,0.214,0.0012,0.0186,0.8402,319.073,322.547,3.38,902.018,130.257,211.021,0.11803,0.5189,62.014,0.4579,43.471,1.5901,-4.0766,7.1265,794.8715,43.008,0.20445,4,1,2,6,6,0,5,9.457568638182238,,1,0,0,1,A
O001_W0033,1,LOT_01_08,1,P_C,R_BASE,CMP,PHOTO_01,CH_A,1726.9,0,1.2767,0.0358,0.0238,0.0172,0.934,317.257,321.831,2.9606,871.557,122.45,212.84,0.04313,0.3314,65.189,-0.5474,42.8211,0.7631,2.9268,-5.3059,782.5407,40.4577,0.08897,2,2,0,0,0,0,0,,0.9808533108325025,0,0,0,0,GOOD
O001_W0034,1,LOT_01_04,1,P_B,R_FAST,CMP,CVD_01,CH_B,1773.4,0,1.1967,0.0409,0.0077,0.0338,0.9378,326.665,321.667,2.9244,848.507,140.67,214.422,0.0874,0.3567,63.082,-1.2423,41.9212,1.2458,-2.1739,4.2364,797.5454,37.2721,0.03768,6,0,1,2,2,0,2,,0.7717653625172852,0,0,0,0,GOOD
O001_W0035,1,LOT_01_08,5,P_A,R_BASE,ETCH,CMP_01,CH_A,2041.6,0,1.0862,0.0,0.0236,0.0126,0.9435,317.554,317.058,3.0685,861.283,127.706,204.737,0.08063,0.4948,69.696,-0.0106,41.9829,1.0598,6.2273,1.8692,793.7799,34.028,0.1429,1,2,1,1,0,1,0,,0.6885814455028807,0,0,0,0,GOOD
O001_W0036,1,LOT_01_04,13,P_C,R_FAST,CVD,CMP_01,CH_C,1865.3,0,1.3618,0.0503,0.0589,0.0158,0.895,314.049,322.859,3.0417,851.131,122.051,204.966,0.04365,0.416,67.249,1.0856,42.5266,1.2487,4.8629,7.0411,777.7494,38.8858,0.12683,3,2,3,0,0,0,0,,1.0001094777842043,0,0,0,0,GOOD
O001_W0037,1,LOT_01_03,13,P_C,R_BASE,CMP,CMP_01,CH_B,1890.7,0,1.3614,0.0343,0.1255,0.0125,0.9231,307.833,319.448,3.2205,849.719,128.653,197.513,0.03984,0.4867,61.63,-0.515,42.7799,1.1083,3.8996,-7.4809,735.7675,40.7437,0.29285,6,2,5,4,0,1,1,,1.2102676817260376,0,1,0,0,B
O001_W0038,1,LOT_01_01,11,P_C,R_BASE,ETCH,CVD_01,CH_D,1987.4,0,1.221,0.0293,0.0169,0.0234,0.9551,331.037,323.908,2.5765,899.931,125.177,203.448,0.06591,0.3184,59.906,0.3367,43.6096,1.417,-5.6726,2.3512,740.1017,39.6802,0.12078,4,1,1,3,1,0,0,,1.0611219267139083,0,0,0,0,GOOD
O001_W0039,1,LOT_01_02,6,P_A,R_BASE,CMP,ETCH_01,CH_B,1849.2,0,1.1642,0.0521,0.0389,0.0196,0.9362,319.368,309.578,3.1382,869.184,133.203,206.594,0.10315,0.4513,63.656,-0.4143,43.6877,1.0192,-4.7113,-0.3212,739.3425,41.0312,0.16465,3,1,2,3,1,0,1,,0.886514393308285,0,0,0,0,GOOD
O001_W0040,1,LOT_01_03,6,P_A,R_BASE,CMP,ETCH_01,CH_A,1904.3,0,1.165,0.0272,0.0311,0.04,0.9465,322.386,320.707,3.1748,870.08,123.287,232.016,0.09441,0.6508,51.624,-0.1199,43.5485,0.7622,-1.3467,5.0369,745.5264,36.3703,0.2381,1,0,1,0,3,2,0,,1.2477550559750892,0,0,0,0,GOOD
O001_W0041,1,LOT_01_02,11,P_C,R_BASE,CMP,ETCH_02,CH_B,1972.3,0,1.3657,0.0191,0.0411,0.117,0.9236,315.725,323.739,2.7654,835.124,126.247,214.782,0.07338,0.4212,56.929,2.0014,42.1149,1.0561,5.8697,5.6425,799.2421,39.1248,0.1832,8,4,0,2,0,0,1,,1.060214757592861,0,0,1,0,C
O001_W0042,1,LOT_01_05,2,P_A,R_BASE,PHOTO,CMP_01,CH_B,1853.8,0,1.4429,0.0364,0.1432,0.0192,0.9128,315.098,314.635,2.6554,876.923,119.965,209.074,0.12587,0.4575,62.673,0.1563,44.6329,1.0021,6.4149,-6.7569,758.8128,39.4455,0.2404,4,2,4,3,0,2,1,,0.7773803359392114,0,1,0,0,B
O001_W0043,1,LOT_01_06,18,P_B,R_BASE,CMP,ETCH_01,CH_A,1560.4,0,1.2882,0.0532,0.0195,0.0989,0.9286,330.678,313.293,3.4146,833.725,133.816,200.883,0.07241,0.4185,65.005,-1.1282,43.8945,1.0157,-0.8888,-7.3446,809.4412,35.4998,0.2977,8,4,0,2,2,0,0,,1.0808397312312343,0,0,1,0,C
O001_W0044,1,LOT_01_02,20,P_A,R_BASE,ETCH,PHOTO_01,CH_D,2061.2,0,1.0158,0.0527,0.025,0.0151,0.9341,325.086,316.85,2.8826,896.173,131.145,206.009,0.12685,0.5004,59.117,-0.1658,41.6336,1.2425,-8.3248,0.3553,745.8603,39.2737,0.12256,8,4,3,5,0,0,1,,1.0959418131360348,0,0,0,0,GOOD
O001_W0045,1,LOT_01_08,18,P_B,R_FAST,ETCH,ETCH_02,CH_A,1936.2,0,1.34,0.0487,0.1291,0.0114,0.9153,319.518,317.554,2.9179,890.352,124.305,206.091,0.06337,0.4496,65.154,-0.9382,45.5097,1.2015,10.9944,-9.4048,769.7789,36.2658,0.18581,1,0,5,3,2,3,0,,1.1555281498708445,0,1,0,0,B
O001_W0046,1,LOT_01_06,7,P_A,R_REWORK,PHOTO,CVD_01,CH_D,1924.6,0,1.4525,0.0594,0.1302,0.0124,0.91,318.041,322.165,2.7189,860.149,134.0,196.692,0.08723,0.6372,63.15,0.0657,40.9674,1.0241,5.0761,-9.0867,784.2399,35.0251,0.21795,2,0,2,1,3,2,3,,0.9922212820775361,0,1,0,0,B
O001_W0047,1,LOT_01_01,2,P_A,R_BASE,CMP,ETCH_01,CH_A,1733.0,0,1.4933,0.0394,0.0444,0.0186,0.8768,320.11,318.957,3.3337,844.457,129.776,200.923,0.09231,0.31,62.224,0.591,45.2037,1.0983,-5.9477,11.4591,793.1645,42.5761,0.15007,5,2,1,0,4,0,1,,1.178065593179317,0,0,0,1,D
O001_W0048,1,LOT_01_07,4,P_A,R_BASE,ETCH,PHOTO_01,CH_D,2117.5,0,1.0911,0.01,0.0276,0.0,0.9464,316.943,314.838,2.8204,870.217,135.271,230.699,0.07234,0.5457,58.831,1.0875,41.8121,1.1622,-7.6431,4.2093,789.0546,35.5391,0.11875,2,1,1,1,1,0,1,,1.1706334385649175,0,0,0,0,GOOD
O001_W0049,1,LOT_01_02,18,P_B,R_BASE,CVD,ETCH_03,CH_B,1979.3,1,1.998,0.1934,0.017,0.0206,0.8408,328.937,309.554,3.7504,921.361,136.015,210.769,0.13862,0.5371,69.173,0.9176,44.0546,1.809,1.726,-5.5502,832.3284,38.7108,0.25625,4,0,0,10,2,1,3,11.160600455757383,,1,0,0,1,A
O001_W0050,1,LOT_01_06,3,P_A,R_BASE,ETCH,ETCH_02,CH_A,1914.4,0,1.7899,0.0166,0.0415,0.0355,0.9027,326.433,321.37,2.8925,867.942,130.606,224.575,0.08866,0.4289,67.481,-0.1059,42.0486,1.1831,-1.7129,-8.9094,790.7731,41.6051,0.19104,7,0,0,2,6,0,1,,0.9367621134112637,0,0,0,1,D
O001_W0051,1,LOT_01_02,3,P_A,R_BASE,CVD,ETCH_01,CH_B,1811.2,0,1.7213,0.0544,0.1426,0.0217,0.8692,318.875,313.092,2.9938,813.85,134.777,210.502,0.10509,0.5109,51.303,-1.3312,42.293,1.0233,7.3945,-5.2982,796.9966,37.6012,0.13581,6,2,9,2,5,3,1,,0.940780241306058,0,1,0,1,B
O001_W0052,1,LOT_01_07,5,P_A,R_BASE,CVD,CVD_01,CH_A,1750.6,0,1.0502,0.0132,0.0178,0.0173,0.9303,319.615,325.415,2.9674,861.689,110.197,227.758,0.0446,0.3897,56.073,1.8394,43.7596,1.0551,-1.2621,-6.9414,765.4769,36.4402,0.16248,1,0,1,3,0,0,0,,1.0683842270820525,0,0,0,0,GOOD
O001_W0053,1,LOT_01_06,6,P_A,R_BASE,PHOTO,PHOTO_01,CH_C,1810.6,0,1.1463,0.0353,0.0239,0.0424,0.926,314.52,314.522,3.0854,853.881,125.764,208.369,0.10179,0.4902,56.911,1.7093,45.516,1.3297,2.6391,-5.2166,743.2031,33.886,0.17806,7,1,2,2,2,0,1,,0.9631270838785486,0,0,0,0,GOOD
O001_W0054,1,LOT_01_06,8,P_B,R_BASE,CVD,PHOTO_01,CH_B,1763.2,0,1.76,0.0232,0.1235,0.0301,0.8776,312.197,319.196,3.4129,847.425,133.328,212.729,0.07411,0.5899,55.981,0.4615,39.816,0.7933,9.6235,0.0676,792.3739,42.8299,0.13157,6,2,4,3,4,3,0,,0.9701015854258315,0,1,0,1,B
O001_W0055,1,LOT_01_04,6,P_B,R_REWORK,ETCH,ETCH_01,CH_C,2267.9,0,1.3356,0.0329,0.1435,0.0052,0.9081,323.715,321.643,2.9616,870.006,137.879,201.294,0.10052,0.2623,61.382,-0.369,40.7327,1.0495,6.1932,-12.8936,792.882,36.7724,0.28403,6,0,4,3,0,3,0,,0.9872150267177597,0,1,0,0,B
O001_W0056,1,LOT_01_01,25,P_B,R_BASE,CMP,CMP_01,CH_B,1793.9,0,1.3984,0.037,0.0209,0.1087,0.9258,317.163,315.944,3.024,869.867,128.761,197.229,0.05683,0.352,68.515,-0.5599,43.586,1.3099,-4.7975,1.2241,793.0114,39.9544,0.25689,6,6,0,2,2,0,1,,0.8557415068619699,0,0,1,0,C
O001_W0057,1,LOT_01_04,1,P_A,R_FAST,CMP,CVD_01,CH_A,1711.7,0,1.3153,0.0302,0.0183,0.0483,0.9338,326.758,321.702,3.0187,869.596,123.654,213.481,0.05366,0.2108,55.616,-2.5783,40.1344,1.2328,7.9483,-3.0855,806.3909,34.313,0.17961,4,3,1,1,2,0,0,,0.8871479054436606,0,0,0,0,GOOD
O001_W0058,1,LOT_01_02,8,P_C,R_BASE,ETCH,ETCH_01,CH_A,1901.5,0,1.0279,0.0001,0.0366,0.0,0.9507,326.873,324.305,2.8872,841.774,110.521,203.546,0.05667,0.5073,55.503,-0.6191,41.0127,0.9721,2.0711,5.2216,797.4332,37.8004,0.20003,6,2,0,2,0,0,0,,1.121775807517057,0,0,0,0,GOOD
O001_W0059,1,LOT_01_07,11,P_A,R_BASE,ETCH,CVD_01,CH_D,1944.3,0,1.118,0.0389,0.0221,0.0311,0.9381,323.256,319.651,2.9564,859.18,111.763,219.435,0.11442,0.216,61.317,-0.4945,44.1705,1.5666,-4.1738,-3.9917,779.2341,34.8127,0.16559,2,1,1,4,1,0,1,,0.9362940119642688,0,0,0,0,GOOD
O001_W0060,1,LOT_01_01,23,P_A,R_BASE,CVD,ETCH_02,CH_C,1834.7,0,1.1789,0.0113,0.0106,0.0139,0.9732,319.682,308.968,2.8603,824.638,136.493,193.111,0.08422,0.454,56.071,0.5976,39.1511,1.2366,-1.8225,11.6599,775.3554,37.5242,0.23618,4,1,2,2,1,0,1,,0.8416808019429259,0,0,0,0,GOOD
O001_W0061,1,LOT_01_03,14,P_A,R_FAST,CMP,ETCH_02,CH_D,1901.7,0,1.5123,0.0497,0.1636,0.0179,0.8867,322.603,316.101,3.0174,836.146,128.603,218.567,0.1149,0.2683,63.274,-0.8615,39.549,0.8832,8.3635,-4.524,785.4403,34.9554,0.24175,3,0,3,2,2,2,0,,0.7479172332906043,0,1,0,0,B
O001_W0062,1,LOT_01_08,23,P_C,R_BASE,CVD,ETCH_03,CH_A,1720.4,0,1.2159,0.0299,0.0332,0.0393,0.9309,314.798,314.999,3.6273,842.064,126.856,196.466,0.08022,0.3682,68.039,1.3512,42.8168,0.8421,-2.3002,-3.3026,785.9062,31.9909,0.18445,5,0,0,0,2,0,1,,0.9390638087541173,0,0,0,0,GOOD
O001_W0063,1,LOT_01_03,20,P_A,R_BASE,PHOTO,ETCH_02,CH_C,1690.6,0,1.2107,0.0695,0.0164,0.0419,0.9338,323.206,313.113,2.8248,822.564,140.608,200.502,0.04455,0.3812,56.624,0.8132,44.7689,0.9458,-4.2415,-5.4265,787.3999,39.3124,0.26534,5,1,0,3,3,0,0,,1.076097954216623,0,0,0,0,GOOD
O001_W0064,1,LOT_01_07,11,P_A,R_BASE,ETCH,ETCH_02,CH_B,1898.3,0,1.8249,0.0535,0.1349,0.0309,0.8567,327.549,319.791,3.3559,875.599,120.221,204.213,0.07951,0.3492,59.104,-0.5815,41.0801,1.2374,3.4088,4.0116,770.5619,37.5988,0.13033,8,0,8,2,3,2,0,,0.9606187387956188,0,1,0,1,B
O001_W0065,1,LOT_01_01,11,P_A,R_FAST,ETCH,PHOTO_01,CH_A,1912.5,0,1.0894,0.0202,0.03,0.0293,0.9402,318.52,320.263,2.6053,864.306,121.707,216.137,0.06806,0.2766,58.682,-0.6101,39.4735,1.9061,2.3396,0.3268,788.1034,37.9356,0.21374,5,0,0,3,1,0,1,,1.196197494358818,0,0,0,0,GOOD
O001_W0066,1,LOT_01_07,23,P_C,R_BASE,CMP,ETCH_02,CH_D,1741.3,0,1.2377,0.0221,0.0357,0.017,0.953,322.446,323.367,2.8038,870.095,124.722,217.154,0.04936,0.6406,56.718,-0.4842,41.9415,1.4551,-0.6005,-2.3892,812.1933,35.6948,0.21254,2,1,3,2,3,1,2,,1.1316211718160596,0,0,0,0,GOOD
