sample_id,order_id,lot_id,wafer_id,product_id,route_id,process_step,equipment_name,chamber_id,process_time_sec,target_bad_a,eds_bin_no_wf_mean,eds_bin_a_wf_mean,eds_bin_b_wf_mean,eds_bin_c_wf_mean,eds_yield_wf_mean,sensor_temp_zone1_mean,sensor_temp_zone2_mean,sensor_pressure_chamber_mean,sensor_rf_power_mean,sensor_gas_flow_o2_mean,sensor_gas_flow_ar_mean,sensor_vacuum_leak_rate,sensor_plasma_impedance_std,sensor_endpoint_time_sec,sensor_plasma_instability_score,measure_cd_post_etch_mean_nm,measure_cd_post_etch_std_nm,measure_overlay_x_nm,measure_overlay_y_nm,measure_thickness_post_cvd_nm,measure_film_resistance_ohm,measure_inline_particle_density,midproc_defect_particle_count,midproc_defect_scratch_count,midproc_defect_bridge_count,midproc_defect_residue_count,midproc_defect_void_count,midproc_defect_pattern_collapse_count,midproc_defect_microbridge_count,bad_only_residue_signature,good_only_stable_signature,sim_true_defect_a_flag,sim_true_defect_b_flag,sim_true_defect_c_flag,sim_true_defect_d_flag,sim_dominant_defect
O005_W0010,5,LOT_05_07,20,P_A,R_BASE,PHOTO,ETCH_03,CH_A,1948.6,1,1.4166,0.0208,0.0134,0.0144,0.8933,318.407,316.295,3.4319,844.452,130.913,227.02,0.11497,0.5522,61.253,0.7391,39.7532,1.0406,-1.9927,-6.4943,803.031,46.7124,0.21957,6,0,1,0,3,0,0,8.927849650458494,,0,0,0,1,D
O005_W0011,5,LOT_05_01,10,P_C,R_BASE,CVD,ETCH_02,CH_B,1859.7,0,1.6811,0.0545,0.0214,0.0377,0.8964,321.914,320.398,2.9446,890.183,130.222,203.373,0.05486,0.4263,62.147,-1.1019,39.4346,1.0263,5.2538,6.508,826.5452,47.2875,0.16066,7,1,0,1,5,2,1,,1.1407242790880858,0,0,0,1,D
O005_W0012,5,LOT_05_05,18,P_A,R_BASE,PHOTO,ETCH_02,CH_A,2079.8,0,0.9934,0.0257,0.0339,0.008,0.9493,331.698,321.312,2.8441,885.403,130.658,203.121,0.0537,0.3697,56.134,1.7438,41.0103,1.0562,-4.5629,-6.6329,773.0132,38.2553,0.20159,2,1,1,3,3,1,0,,1.180196823910489,0,0,0,0,GOOD
O005_W0013,5,LOT_05_05,5,P_C,R_BASE,CVD,ETCH_03,CH_A,1815.5,0,1.3714,0.0505,0.0085,0.0185,0.9238,322.277,312.497,3.4098,856.799,131.958,212.995,0.01782,0.5069,60.252,1.2212,39.1053,1.0897,1.7852,1.7484,773.2276,35.3165,0.12054,0,0,1,3,2,0,0,,0.9635860653994822,0,0,0,0,GOOD
O005_W0014,5,LOT_05_07,19,P_C,R_BASE,ETCH,ETCH_01,CH_D,2032.5,0,1.259,0.0319,0.0233,0.0403,0.957,319.623,310.741,2.7969,893.984,123.337,229.72,0.06493,0.4112,65.614,-0.0445,39.765,1.0353,-7.0809,-5.2397,776.687,36.8348,0.09029,1,1,0,1,0,0,0,,0.9287696220264958,0,0,0,0,GOOD
O005_W0015,5,LOT_05_02,14,P_B,R_BASE,ETCH,ETCH_02,CH_B,1909.3,0,1.5878,0.0175,0.1504,0.1022,0.8901,322.904,309.782,3.212,913.667,108.963,216.048,0.10294,0.3165,66.079,0.8819,43.9637,1.2107,10.5245,2.0578,769.0912,39.6807,0.21514,4,4,3,2,0,1,1,,1.0545377648614378,0,1,1,0,B
O005_W0016,5,LOT_05_01,3,P_A,R_REWORK,ETCH,PHOTO_01,CH_C,2135.5,0,1.1413,0.0398,0.0235,0.0263,0.961,317.253,317.665,2.7122,879.45,127.586,217.125,0.0758,0.3722,62.439,0.4599,44.5867,1.0293,6.8391,3.9561,800.138,37.6003,0.2132,3,0,1,4,1,2,0,,1.2039883134750629,0,0,0,0,GOOD
O005_W0017,5,LOT_05_06,9,P_B,R_BASE,CMP,CMP_01,CH_A,1799.2,0,1.1411,0.0498,0.0244,0.0084,0.9257,317.679,328.573,3.1969,841.793,118.68,194.813,0.06485,0.3737,56.092,-0.2426,42.1108,1.4439,14.1293,-1.171,796.4343,38.6403,0.18875,3,1,0,1,3,1,0,,0.9558442842629319,0,0,0,0,GOOD
O005_W0018,5,LOT_05_07,22,P_A,R_BASE,CMP,ETCH_02,CH_C,1961.8,1,1.7394,0.1898,0.0643,0.1085,0.8669,324.254,318.543,3.3746,955.047,130.136,205.168,0.09973,0.6775,62.332,2.5103,43.213,1.7434,0.2778,0.71,784.4748,36.2049,0.31359,8,6,0,10,1,0,4,11.691607708085368,,1,0,1,0,A
O005_W0019,5,LOT_05_02,10,P_B,R_REWORK,ETCH,CVD_01,CH_A,2043.6,1,1.5845,0.2057,0.0163,0.0207,0.8803,314.158,318.371,3.4384,877.087,129.341,204.479,0.10833,0.8047,71.258,1.3726,45.0187,1.845,11.178,-2.0366,770.8603,40.637,0.24564,7,0,1,7,2,0,8,10.061403727739485,,1,0,0,0,A
O005_W0020,5,LOT_05_05,8,P_B,R_BASE,ETCH,CMP_01,CH_D,1974.7,0,1.322,0.0186,0.0375,0.1241,0.9218,312.369,303.883,3.2047,838.953,133.676,227.318,0.16522,0.5465,59.344,-0.9539,38.6448,0.8616,-2.1448,7.6403,789.9113,35.5989,0.20255,5,4,0,1,1,0,0,,1.3199257042122379,0,0,1,0,C
O005_W0021,5,LOT_05_05,14,P_A,R_FAST,ETCH,CVD_01,CH_B,1951.8,0,1.4232,0.0775,0.0231,0.0233,0.94,323.254,322.8,2.7291,838.613,111.513,203.675,0.06979,0.4223,59.679,0.1171,43.0188,1.4792,-1.6864,-3.013,786.5321,38.3268,0.1888,2,0,0,4,2,1,2,,0.8389122449170126,0,0,0,0,GOOD
O005_W0022,5,LOT_05_08,8,P_A,R_BASE,CVD,CMP_01,CH_B,1820.0,0,1.7071,0.0688,0.0222,0.1144,0.8523,320.921,313.629,2.7789,777.684,125.519,206.793,0.08197,0.3417,60.419,-2.016,41.6341,1.2055,-0.0896,-1.4038,771.3619,40.1853,0.23156,9,1,0,1,6,1,2,,1.0419410318668627,0,0,1,1,C
O005_W0023,5,LOT_05_03,2,P_A,R_BASE,CMP,CMP_01,CH_B,1937.8,0,1.3765,0.0571,0.0213,0.0205,0.9625,323.846,305.95,2.9919,863.759,103.777,201.026,0.06752,0.5756,50.731,0.6472,41.2451,0.7544,2.6522,4.6959,781.5424,31.571,0.20731,2,2,0,2,0,0,2,,1.0023687319871437,0,0,0,0,GOOD
O005_W0024,5,LOT_05_07,6,P_B,R_BASE,CMP,ETCH_01,CH_D,1754.2,0,1.2598,0.027,0.0488,0.044,0.9368,313.07,322.378,2.7669,878.799,116.075,223.337,0.11806,0.3711,51.645,0.0902,41.9692,1.0728,-5.1155,-0.3589,773.4826,36.4893,0.14258,7,0,1,3,1,2,1,,1.0269463429337524,0,0,0,0,GOOD
O005_W0025,5,LOT_05_05,15,P_A,R_BASE,CVD,ETCH_01,CH_A,1713.5,0,1.2849,0.0334,0.0407,0.0232,0.9463,319.332,312.2,2.8261,793.161,131.598,204.738,0.05996,0.4649,63.028,-0.572,40.4009,0.81,5.9375,-11.4197,785.3453,44.355,0.1421,2,1,1,0,1,1,0,,0.9578446741015139,0,0,0,0,GOOD
O005_W0026,5,LOT_05_04,8,P_A,R_BASE,ETCH,ETCH_01,CH_B,2000.5,0,1.1952,0.0328,0.023,0.034,0.9373,325.956,318.278,3.1851,843.995,122.95,211.06,0.10879,0.4599,59.589,0.3692,43.6018,0.8703,-7.8231,3.4212,788.8582,34.4077,0.14872,7,0,0,3,2,1,0,,1.0481990056698933,0,0,0,0,GOOD
O005_W0027,5,LOT_05_06,11,P_C,R_BASE,PHOTO,PHOTO_01,CH_A,1851.1,0,1.2363,0.0581,0.0285,0.0166,0.9205,320.422,313.331,2.972,838.18,129.195,231.608,0.04665,0.408,60.601,0.9176,40.0308,1.5071,2.3139,4.5811,785.5973,40.1735,0.21187,4,1,1,1,1,0,0,,1.065217377750581,0,0,0,0,GOOD
O005_W0028,5,LOT_05_01,20,P_B,R_BASE,CVD,PHOTO_01,CH_D,1795.4,0,1.5638,0.0261,0.0049,0.0025,0.8855,320.132,315.874,3.0783,856.611,131.982,209.279,0.07756,0.6275,57.48,0.6508,45.2579,1.3765,4.4679,1.3577,780.4924,46.3761,0.09511,2,0,1,2,6,1,0,,0.6721201936820336,0,0,0,1,D
O005_W0029,5,LOT_05_04,15,P_A,R_REWORK,ETCH,CVD_01,CH_A,1996.4,0,1.0122,0.0191,0.0182,0.0197,0.9578,330.406,315.042,2.957,825.347,132.359,205.282,0.07124,0.5637,58.224,0.8482,40.0855,1.5632,-4.1552,5.0014,787.6307,36.7395,0.27393,9,0,0,3,2,1,0,,0.8580078107613722,0,0,0,0,GOOD
O005_W0030,5,LOT_05_05,4,P_B,R_BASE,CMP,ETCH_01,CH_D,1759.7,0,1.3312,0.0804,0.0322,0.0134,0.9456,322.291,321.673,2.8029,842.013,128.588,211.448,0.08012,0.3257,63.285,0.2876,43.2941,1.5481,4.6398,-4.5972,781.7318,36.0067,0.18341,3,2,1,0,0,0,1,,0.7067178466684428,0,0,0,0,GOOD
O005_W0031,5,LOT_05_01,9,P_C,R_BASE,ETCH,ETCH_01,CH_D,2034.8,0,1.2647,0.0568,0.0279,0.0141,0.941,326.302,306.874,3.4571,867.521,131.027,203.694,0.09761,0.5205,65.722,0.1163,39.423,1.3946,5.877,3.0719,788.5964,43.4045,0.30262,6,0,3,2,1,1,0,,1.3146362145868642,0,0,0,0,GOOD
O005_W0032,5,LOT_05_04,24,P_A,R_BASE,CVD,CVD_01,CH_C,1824.5,1,1.8088,0.214,0.0152,0.0219,0.8828,322.404,320.166,3.5373,916.78,127.65,196.906,0.12941,0.7365,68.853,1.3805,45.6927,1.5596,0.5506,5.2126,771.5346,33.465,0.19548,3,1,0,11,0,0,3,11.841440514869698,,1,0,0,0,A
O005_W0033,5,LOT_05_08,10,P_C,R_FAST,ETCH,ETCH_02,CH_B,1901.2,0,1.018,0.0467,0.026,0.0,0.9475,321.109,329.217,3.0128,868.293,138.409,200.999,0.08711,0.4015,63.832,0.1371,43.2928,1.1403,-4.7041,0.0831,799.4035,38.1411,0.08351,2,3,1,2,1,3,0,,1.0417718742191335,0,0,0,0,GOOD
O005_W0034,5,LOT_05_04,21,P_A,R_BASE,CVD,PHOTO_01,CH_B,1721.7,0,1.2621,0.0082,0.0404,0.024,0.949,319.201,329.148,3.0612,821.608,123.66,225.746,0.07106,0.407,69.393,1.8713,42.582,1.1962,-5.2692,3.767,788.9822,40.9266,0.11438,3,0,2,0,1,1,0,,1.0434982141694973,0,0,0,0,GOOD
O005_W0035,5,LOT_05_06,7,P_C,R_BASE,CMP,ETCH_01,CH_B,1936.7,0,1.4184,0.044,0.0278,0.1083,0.9335,317.437,314.089,3.3424,837.772,131.463,205.512,0.06289,0.4841,70.361,0.3929,42.0704,0.9193,1.7124,-4.1963,769.4108,37.2886,0.25116,5,6,1,1,0,0,1,,1.0653477505022724,0,0,1,0,C
O005_W0036,5,LOT_05_06,19,P_A,R_FAST,ETCH,CVD_01,CH_B,2129.9,0,1.2951,0.0067,0.108,0.01,0.9195,313.901,316.662,3.2065,890.89,136.137,204.986,0.07205,0.5047,58.139,0.0045,41.4451,0.6541,2.1331,5.8876,796.2192,35.1687,0.18514,5,1,1,2,0,2,0,,1.0864813995748066,0,1,0,0,B
O005_W0037,5,LOT_05_04,7,P_A,R_BASE,ETCH,ETCH_02,CH_A,1958.1,0,1.181,0.0352,0.01,0.0118,0.9593,328.295,320.132,3.1039,863.95,142.341,216.338,0.06263,0.4209,58.346,0.403,41.5021,0.6008,4.5932,-4.4272,759.8771,36.726,0.17888,4,0,1,2,1,0,2,,1.1063001323896933,0,0,0,0,GOOD
O005_W0038,5,LOT_05_02,17,P_A,R_REWORK,ETCH,PHOTO_01,CH_A,2094.6,0,1.059,0.0193,0.0041,0.0011,0.9581,319.569,309.944,3.0696,899.728,128.778,213.968,0.06322,0.3126,54.104,-0.9041,41.0572,1.3214,-6.7119,-7.403,791.2119,36.4952,0.09438,3,1,0,2,1,1,0,,0.8123927574957851,0,0,0,0,GOOD
O005_W0039,5,LOT_05_08,12,P_A,R_BASE,ETCH,ETCH_02,CH_B,2025.1,0,1.2323,0.0075,0.0057,0.0946,0.9428,319.906,317.363,3.3395,858.748,126.589,218.261,0.10448,0.5072,54.089,0.3505,39.0357,1.6631,-6.0008,-5.6361,800.5601,36.4809,0.23511,7,2,0,1,2,1,0,,0.8330823571520602,0,0,1,0,C
O005_W0040,5,LOT_05_07,22,P_C,R_BASE,PHOTO,ETCH_02,CH_B,1825.6,0,1.0614,0.0021,0.0218,0.0038,0.9601,319.622,323.536,2.998,885.434,136.9,211.306,0.10899,0.3418,57.459,0.0303,40.4851,1.3028,0.7357,7.6204,772.0598,33.591,0.19734,3,2,0,5,0,1,2,,0.9444655284907454,0,0,0,0,GOOD
O005_W0041,5,LOT_05_04,22,P_B,R_BASE,CMP,CVD_01,CH_B,1830.6,0,1.1547,0.0137,0.0079,0.0482,0.9352,323.983,319.77,2.9605,833.496,136.514,191.71,0.02683,0.2975,65.415,0.3154,41.7133,1.1408,0.8611,10.0239,778.3589,35.5766,0.17689,5,1,0,1,3,0,0,,1.0252524281230542,0,0,0,0,GOOD
O005_W0042,5,LOT_05_06,13,P_B,R_BASE,CVD,ETCH_02,CH_C,1959.9,0,1.2518,0.0568,0.0256,0.0009,0.9155,327.571,317.872,3.1444,855.302,128.184,210.639,0.13476,0.3786,62.481,1.6525,41.5351,1.3883,2.5614,2.0218,791.0242,36.0497,0.33202,4,0,1,3,2,1,0,,1.3225076743182305,0,0,0,0,GOOD
O005_W0043,5,LOT_05_03,4,P_B,R_BASE,ETCH,CVD_01,CH_A,1821.0,0,1.3033,0.052,0.1322,0.0117,0.9221,312.273,317.535,2.9737,856.635,120.517,195.276,0.07215,0.2898,65.114,-0.429,41.7714,1.6395,5.0904,-8.57,788.4904,37.6525,0.13187,4,1,6,3,2,1,1,,0.9303996861415325,0,1,0,0,B
O005_W0044,5,LOT_05_06,23,P_A,R_FAST,CVD,ETCH_02,CH_B,1898.2,0,0.9744,0.0657,0.0005,0.0017,0.9347,308.581,314.645,2.6914,826.703,136.515,214.242,0.05013,0.3834,64.642,1.2972,43.3164,1.2425,3.8144,-14.5361,793.9969,33.8334,0.09343,4,2,0,3,3,0,0,,0.8343629390434482,0,0,0,0,GOOD
O005_W0045,5,LOT_05_03,20,P_A,R_BASE,ETCH,ETCH_03,CH_A,2074.1,0,1.3664,0.0402,0.0147,0.014,0.9468,329.415,317.324,3.5363,862.637,120.372,195.696,0.08524,0.3353,52.641,0.4253,39.5763,1.3324,-5.8495,-9.0963,775.3465,42.2867,0.15477,3,1,2,1,3,3,1,,0.9317832147167102,0,0,0,0,GOOD
O005_W0046,5,LOT_05_05,7,P_B,R_BASE,ETCH,CVD_01,CH_A,1946.0,0,1.1894,0.038,0.0075,0.0,0.9638,328.405,316.256,2.8973,869.237,119.456,215.629,0.04765,0.5032,64.57,-1.4348,42.431,1.3124,-2.0918,1.179,779.1967,40.3417,0.20844,5,1,0,3,3,0,0,,0.7622213428756782,0,0,0,0,GOOD
O005_W0047,5,LOT_05_01,7,P_A,R_REWORK,ETCH,ETCH_01,CH_D,2063.5,1,1.4018,0.1529,0.0417,0.0056,0.8957,324.518,312.105,3.2776,930.801,137.538,205.167,0.13236,0.6381,67.734,0.5559,46.666,2.2017,5.4178,0.1941,781.3682,40.8871,0.20203,3,1,0,10,2,0,2,10.476153421593587,,1,0,0,0,A
O005_W0048,5,LOT_05_07,7,P_A,R_BASE,ETCH,CMP_01,CH_C,1883.4,0,1.1916,0.0308,0.0219,0.0,0.9567,325.377,321.085,3.1814,894.059,130.106,232.567,0.08606,0.5215,54.16,1.1057,43.225,1.0141,-3.3548,0.3098,772.8722,40.6968,0.18454,7,0,1,3,0,0,2,,1.1270335169980397,0,0,0,0,GOOD
O005_W0049,5,LOT_05_03,1,P_A,R_REWORK,PHOTO,CMP_01,CH_A,1834.4,0,1.227,0.0479,0.0382,0.0091,0.9158,318.42,330.532,3.0309,818.542,132.706,203.293,0.11691,0.4375,54.113,-1.0469,41.3078,0.83,-0.3964,-7.9201,790.2578,34.9368,0.26449,6,2,0,2,1,0,2,,1.3937452475159304,0,0,0,0,GOOD
O005_W0050,5,LOT_05_06,17,P_B,R_FAST,PHOTO,CMP_01,CH_D,1626.0,0,1.4904,0.0334,0.1247,0.0492,0.9222,322.14,321.508,2.8247,832.604,131.497,201.301,0.0457,0.4212,56.487,-0.3218,42.062,1.4743,10.4323,3.2225,766.0446,37.0392,0.27694,5,2,2,5,1,1,0,,0.8017084205239653,0,1,0,0,B
O005_W0051,5,LOT_05_08,6,P_A,R_FAST,ETCH,ETCH_02,CH_D,1960.6,1,1.5836,0.1706,0.0177,0.0085,0.8993,329.034,320.19,3.6178,938.121,135.493,220.527,0.15097,0.7394,72.593,0.7483,43.8722,1.3643,4.1648,5.104,796.6719,38.3885,0.21144,4,0,0,11,0,0,5,11.454468381857389,,1,0,0,0,A
O005_W0052,5,LOT_05_04,17,P_A,R_BASE,PHOTO,PHOTO_01,CH_B,1686.8,0,1.2094,0.0347,0.0075,0.0427,0.9312,322.708,315.173,2.8386,868.14,117.273,196.493,0.0867,0.4522,63.959,-0.8438,43.074,1.0434,-7.2475,-7.0498,770.0033,39.6053,0.20122,5,0,1,3,0,2,2,,1.0629404776969513,0,0,0,0,GOOD
O005_W0053,5,LOT_05_01,19,P_A,R_BASE,ETCH,PHOTO_01,CH_A,1835.7,1,1.3642,0.0594,0.021,0.0035,0.913,326.501,320.413,2.9011,901.67,133.373,192.906,0.11614,0.2701,67.879,1.0839,43.4007,1.1142,5.7243,-4.6523,792.0462,46.1198,0.19567,3,0,2,0,5,1,0,7.53777130011572,,0,0,0,1,D
O005_W0054,5,LOT_05_08,17,P_C,R_BASE,CMP,CMP_01,CH_B,1655.6,0,1.1262,0.0448,0.0179,0.0102,0.9319,318.353,320.466,2.87,826.945,132.432,195.341,0.0356,0.4137,55.019,-1.4182,40.2266,1.2836,-7.6446,1.1111,797.2875,35.1945,0.16929,2,1,1,1,3,1,1,,1.127461671161089,0,0,0,0,GOOD
O005_W0055,5,LOT_05_08,9,P_C,R_BASE,PHOTO,PHOTO_01,CH_C,1792.1,0,1.6588,0.0186,0.0357,0.118,0.885,317.093,321.097,2.889,827.268,116.908,213.027,0.09097,0.467,61.301,0.7057,41.0564,1.3426,-1.7589,8.194,827.2636,43.8653,0.26317,5,3,1,1,4,0,1,,0.7601782246281237,0,0,1,1,C
O005_W0056,5,LOT_05_07,23,P_A,R_FAST,CMP,CMP_01,CH_B,1850.4,0,1.0982,0.0186,0.0281,0.0276,0.9738,332.585,319.865,2.8224,885.93,118.061,214.706,0.09818,0.5581,54.982,-0.9848,40.4869,1.6154,0.3864,3.019,813.5415,40.5225,0.1013,1,0,2,1,1,1,1,,1.1990180680036258,0,0,0,0,GOOD
O005_W0057,5,LOT_05_06,5,P_A,R_BASE,CVD,ETCH_02,CH_D,1887.6,0,1.7454,0.0075,0.0315,0.1299,0.8731,319.645,318.172,3.1878,860.862,127.949,201.631,0.0837,0.3005,57.174,-1.309,40.5837,0.9657,2.8854,4.2343,800.0547,41.4028,0.27462,6,4,3,2,2,0,0,,1.0407430326035139,0,0,1,1,C
O005_W0058,5,LOT_05_06,11,P_B,R_BASE,CMP,ETCH_01,CH_A,1907.2,0,1.2594,0.0179,0.0157,0.1222,0.9515,318.211,319.282,3.0952,845.983,119.751,205.489,0.05253,0.3903,70.644,-0.7123,42.4027,1.3296,1.889,-2.5252,790.884,39.2373,0.26209,10,3,1,1,0,1,1,,0.9258087334390496,0,0,1,0,C
O005_W0059,5,LOT_05_01,15,P_B,R_BASE,CVD,CMP_01,CH_D,1615.8,0,1.4666,0.0361,0.1422,0.0253,0.9241,323.037,321.532,2.9475,897.81,122.472,203.267,0.07886,0.5836,63.42,-1.6708,39.4521,0.9856,-3.006,-5.163,812.2671,41.8977,0.16254,5,1,5,1,4,1,0,,1.1382242576475605,0,1,0,0,B
O005_W0060,5,LOT_05_04,16,P_A,R_BASE,CMP,ETCH_03,CH_A,1930.7,0,1.5113,0.0639,0.1303,0.0192,0.9315,319.903,306.326,3.3271,825.814,121.51,216.643,0.05891,0.5492,59.63,-1.4146,42.0726,1.1033,8.3084,-4.532,760.5294,33.9613,0.26618,3,1,4,1,1,1,1,,0.8197895137041403,0,1,0,0,B
O005_W0061,5,LOT_05_08,7,P_A,R_BASE,ETCH,CMP_01,CH_B,1880.7,1,1.837,0.2041,0.0249,0.024,0.8851,317.157,316.07,3.1751,860.277,125.222,222.227,0.11503,0.4161,69.013,1.9134,46.0297,1.835,1.6394,5.2557,771.7767,38.5185,0.27828,3,2,1,6,1,0,7,8.14459345467136,,1,0,0,0,A
O005_W0062,5,LOT_05_05,2,P_A,R_BASE,ETCH,ETCH_02,CH_A,2054.5,0,1.1842,0.0207,0.0,0.0452,0.967,323.54,319.626,2.8781,883.615,127.392,220.496,0.08667,0.6398,60.21,1.9505,43.0867,1.8195,0.6359,-7.9097,776.4697,40.0966,0.13542,3,4,0,2,3,1,1,,0.7915343899945204,0,0,0,0,GOOD
O005_W0063,5,LOT_05_02,2,P_A,R_BASE,CMP,ETCH_03,CH_C,1960.8,0,1.0932,0.0336,0.0266,0.0074,0.9353,324.58,314.198,3.1249,858.683,122.606,204.874,0.10137,0.3306,63.253,0.1253,43.4851,1.1495,-1.4231,7.9747,796.0002,32.7165,0.2385,5,3,2,3,1,0,2,,1.1944546172360453,0,0,0,0,GOOD
O005_W0064,5,LOT_05_03,15,P_A,R_BASE,ETCH,CMP_01,CH_A,1897.0,0,1.3054,0.0403,0.0283,0.0314,0.9263,322.61,314.46,2.8321,883.301,123.021,199.228,0.09384,0.5065,63.866,-0.3286,40.6237,1.0515,3.0412,-0.3802,809.879,34.6523,0.10439,2,1,1,4,1,0,2,,1.0386264268400072,0,0,0,0,GOOD
O005_W0065,5,LOT_05_08,19,P_A,R_BASE,ETCH,ETCH_01,CH_D,1913.8,0,1.1732,0.0475,0.0501,0.0026,0.9329,320.63,314.98,2.5074,826.231,142.626,196.165,0.10206,0.291,63.881,-1.5222,43.1876,1.0991,-3.2452,-0.5182,776.4044,38.0433,0.18476,3,0,0,2,0,1,2,,1.1349773054653136,0,0,0,0,GOOD
O005_W0066,5,LOT_05_01,10,P_A,R_FAST,ETCH,ETCH_03,CH_A,2133.9,0,1.2746,0.0315,0.0314,0.0321,0.958,316.82,326.891,2.9028,847.983,123.115,213.926,0.09045,0.4552,61.538,-0.6511,42.4627,1.5011,0.9409,1.1397,796.5301,36.5464,0.19199,6,0,1,3,2,0,0,,0.8011907917405717,0,0,0,0,GOOD
